nn.dist,group,category
124.94529202815164,C4-on-C3,EVEN-on-ODD
158.76211386851685,C4-on-C3,EVEN-on-ODD
127.36896089707385,C4-on-C3,EVEN-on-ODD
123.61891643271944,C4-on-C3,EVEN-on-ODD
135.80909247911276,C4-on-C3,EVEN-on-ODD
147.15041861985972,C4-on-C3,EVEN-on-ODD
141.6725245063417,C4-on-C3,EVEN-on-ODD
116.20518318904764,C4-on-C3,EVEN-on-ODD
152.89885480277403,C4-on-C3,EVEN-on-ODD
147.32871851747018,C4-on-C3,EVEN-on-ODD
171.26515290624673,C4-on-C3,EVEN-on-ODD
960.7916220492352,C4-on-C3,EVEN-on-ODD
110.05973150975773,C4-on-C3,EVEN-on-ODD
127.54905605295635,C4-on-C3,EVEN-on-ODD
725.3759946400215,C4-on-C3,EVEN-on-ODD
130.6233524298016,C4-on-C3,EVEN-on-ODD
123.0934482415699,C4-on-C3,EVEN-on-ODD
97.20733717163549,C4-on-C3,EVEN-on-ODD
123.27984141780958,C4-on-C3,EVEN-on-ODD
140.10977446274143,C4-on-C3,EVEN-on-ODD
132.47513917713027,C4-on-C3,EVEN-on-ODD
151.77422837886564,C4-on-C3,EVEN-on-ODD
114.59134565925999,C4-on-C3,EVEN-on-ODD
161.30389641915062,C4-on-C3,EVEN-on-ODD
114.56005717526467,C4-on-C3,EVEN-on-ODD
126.88329046805158,C4-on-C3,EVEN-on-ODD
116.58056270236361,C4-on-C3,EVEN-on-ODD
128.6435594967743,C4-on-C3,EVEN-on-ODD
117.61522690536373,C4-on-C3,EVEN-on-ODD
165.39225012073572,C4-on-C3,EVEN-on-ODD
134.84807859216914,C4-on-C3,EVEN-on-ODD
121.30880470930411,C4-on-C3,EVEN-on-ODD
140.7291480113484,C4-on-C3,EVEN-on-ODD
145.3826213823371,C4-on-C3,EVEN-on-ODD
128.6638690542143,C4-on-C3,EVEN-on-ODD
1672.805571427833,C4-on-C3,EVEN-on-ODD
131.76311813250285,C4-on-C3,EVEN-on-ODD
116.54038999419922,C4-on-C3,EVEN-on-ODD
155.85181583799374,C4-on-C3,EVEN-on-ODD
155.17480626699657,C4-on-C3,EVEN-on-ODD
173.7782345404623,C4-on-C3,EVEN-on-ODD
139.45334883035252,C4-on-C3,EVEN-on-ODD
125.47853083296653,C4-on-C3,EVEN-on-ODD
202.481021826738,C4-on-C3,EVEN-on-ODD
111.13640267707068,C4-on-C3,EVEN-on-ODD
109.63775490222342,C4-on-C3,EVEN-on-ODD
302.0613513841188,C4-on-C3,EVEN-on-ODD
176.3000363017555,C4-on-C3,EVEN-on-ODD
728.5487530701026,C4-on-C3,EVEN-on-ODD
139.76616972643998,C4-on-C3,EVEN-on-ODD
153.52533667118357,C4-on-C3,EVEN-on-ODD
133.18834558624047,C4-on-C3,EVEN-on-ODD
135.08480632550825,C4-on-C3,EVEN-on-ODD
142.50504727903504,C4-on-C3,EVEN-on-ODD
141.28594586865313,C4-on-C3,EVEN-on-ODD
125.53411369026362,C4-on-C3,EVEN-on-ODD
147.97831327596612,C4-on-C3,EVEN-on-ODD
111.58679178110597,C4-on-C3,EVEN-on-ODD
110.12077823916795,C4-on-C3,EVEN-on-ODD
145.81606667305243,C4-on-C3,EVEN-on-ODD
150.4480259092813,C4-on-C3,EVEN-on-ODD
139.96150685099107,C4-on-C3,EVEN-on-ODD
123.50523106330323,C4-on-C3,EVEN-on-ODD
158.36206774351024,C4-on-C3,EVEN-on-ODD
121.6824149168632,C4-on-C3,EVEN-on-ODD
137.76137702563844,C4-on-C3,EVEN-on-ODD
148.47690763213086,C4-on-C3,EVEN-on-ODD
200.37243148696862,C4-on-C3,EVEN-on-ODD
122.45675889880475,C4-on-C3,EVEN-on-ODD
134.3128262676339,C4-on-C3,EVEN-on-ODD
147.35189343880174,C4-on-C3,EVEN-on-ODD
