FISH-QUANT	
RESULTS OF SPOT DETECTION PERFORMED ON 09-May-2021 
COMMENT	Batch detection
FILE	__SUMMARY_OF_MANY_FILES___
FILTERED	__SUMMARY_OF_MANY_FILES___
PARAMETERS
Pix-XY	Pix-Z	RI	Ex	Em	NA	Type
79.7	200	1.45	550	570	1.4	confocal
ANALYSIS-SETTINGS 	_FQ_batch_settings_MATURE_210509.txt
CELL	NO_CELLS_DEFINED
X_POS	0	END
Y_POS	0	END
SPOTS
File	Cell	Pos_Y	Pos_X	Pos_Z	AMP	BGD	RES	SigmaX	SigmaY	SigmaZ	Cent_Y	Cent_X	Cent_Z	MuY	MuX	MuZ	ITERY_det	Y_det	X_det	Z_det	Y_min	Y_max	X_min	X_max	Z_min	Z_max	INT_raw	INT_filt	SC_det	SC_det_norm	TH_det	TH_fit	in_Nuc
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	9349.34	8587.09	4969.37	1152.99	223.966	1.8476e+06	98.2427	98.2427	198.167	166.581	156.568	799.279	183.837	138.885	769.37	9	118	109	26	116	120	107	111	22	30	1310	389	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	9657.71	8502.66	5395.12	891.119	226.239	3.66375e+06	126.306	126.306	251.177	163.522	156.786	762.032	173.414	134.156	795.122	10	122	108	28	120	124	106	110	24	32	1110	387	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	9648.72	14980.4	5100.51	1710.84	4.07072	1.44632e+06	121.238	121.238	78.9872	157.132	151.361	683.013	164.425	156.193	700.507	10	122	189	27	120	124	187	191	23	31	1091	304	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	9765.12	5240.61	2809.04	1404.97	155.62	4.6544e+06	120.158	120.158	248.751	173.737	156.259	741.312	201.115	139.809	809.036	13	123	67	15	121	125	65	69	11	19	1454	576	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	9758.33	8873.75	83.8584	2357	241.553	1.16216e+06	91.1554	91.1554	51.9268	167.266	169.249	316.86	194.33	186.446	83.8584	32	123	112	1	121	125	110	114	1	5	1226	382	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	9819.14	11706.3	1207.91	1295.33	132.95	3.14851e+06	114.915	114.915	206.319	165.069	159.309	913.879	175.437	149.827	807.911	10	124	148	7	122	126	146	150	3	11	1389	482	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	9805.98	13022.8	1638.54	1050.6	205.224	2.35073e+06	100.325	100.325	237.325	164.163	167.661	813.793	162.275	191.07	838.538	8	124	164	9	122	126	162	166	5	13	1210	408	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	9923.69	8692.64	4980.48	1192.33	232.44	2.27681e+06	106.422	106.422	198.758	145.535	157.534	791.378	120.587	164.741	780.485	8	126	110	26	124	128	108	112	22	30	1362	436	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10039.5	8199.71	5829.18	722.215	28.9573	3.79568e+06	186.379	186.379	381.598	155.815	156.543	620.828	156.658	150.014	629.175	16	127	104	31	125	129	102	106	27	35	1192	339	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10032.6	12078.9	1944.14	1551.45	229.452	3.82308e+06	110.687	110.687	226.526	159.169	147.326	749.879	149.836	123.889	744.137	8	127	153	11	125	129	151	155	7	15	1619	620	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10090.2	6079.18	4241.85	722.221	146.891	1.68935e+06	126.658	126.658	187.922	156.998	161.032	862	127.704	181.384	841.852	9	128	77	22	126	130	75	79	18	26	924	263	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10193	9538.97	2611.34	1253.9	258.661	4.84984e+06	100.075	100.075	260.134	157.253	144.066	820.396	150.804	134.375	811.337	9	129	121	14	127	131	119	123	10	18	1412	538	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10315.8	6462.63	6832.92	973.013	211.2	1.62097e+06	88.0439	88.0439	271.276	173.124	161.875	482.363	193.912	166.329	832.917	14	130	82	35	128	132	80	84	31	35	1203	392	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10271.7	11371.3	4391.6	604.796	15.1624	1.88437e+06	185.078	185.078	289.407	152.286	151.34	739.609	149.792	133.626	791.602	9	130	144	23	128	132	142	146	19	27	955	269	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10288.5	13778	4052.67	1023.12	109.988	2.44559e+06	121.499	121.499	180.239	159.38	159.699	773.064	166.615	149.293	852.675	11	130	174	21	128	132	172	176	17	25	1138	372	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10352.3	13095.3	4411.82	1035.79	80.3228	3.32455e+06	131.126	131.126	185.732	165.047	165.054	757.341	150.704	183.865	811.818	13	131	165	23	129	133	163	167	19	27	1094	393	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10407.8	5348.62	227.246	2023.08	228.299	2.09474e+06	105.63	105.63	132.855	151.127	163.096	355.403	126.519	168.123	227.246	10	132	68	2	130	134	66	70	1	6	2115	543	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10402	6565.64	45.6015	1524.94	213.52	1.49669e+06	102.647	102.647	122.589	146	167.397	265.091	120.669	189.637	45.6015	16	132	83	1	130	134	81	85	1	5	1461	524	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10727.1	5722.52	535.22	1600.11	220.63	2.69685e+06	108.263	108.263	171.108	147.661	150.98	619.711	126.982	143.518	535.22	9	136	73	4	134	138	71	75	1	8	1571	515	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10741.4	6590.8	6792.96	648.844	183.156	818873	120.552	120.552	240.555	157.66	158.475	505.096	141.263	135.102	792.956	15	136	84	35	134	138	82	86	31	35	968	296	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10925.8	7802.34	240.705	1624.4	222.132	2.02376e+06	113.454	113.454	147.727	162.115	153.928	368.799	166.312	151.142	240.705	10	138	99	2	136	140	97	101	1	6	1757	518	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	10982.8	4602.01	2924.18	1178.72	151.155	3.65983e+06	120.914	120.914	265.573	153.576	152.51	721.636	143.642	138.807	724.184	9	139	59	16	137	141	57	61	12	20	1303	499	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11107.8	3480.75	4564.27	526.181	173.493	1.32104e+06	105.222	105.222	206.693	160.955	161.133	776.604	188.926	133.345	764.273	11	140	45	24	138	142	43	47	20	28	708	206	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11091.9	7538.8	5678.98	541.955	195.286	1.96939e+06	116.136	116.136	212.325	166.991	156.325	842.756	172.999	126.699	878.984	10	140	96	29	138	142	94	98	25	33	892	229	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11048	8250.43	5872.54	622.793	21.2289	1.8575e+06	174.676	174.676	317.044	151.521	145.225	614.487	129.119	121.026	672.54	11	140	105	31	138	142	103	107	27	35	910	268	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11179.7	10906.8	3310.25	3245.97	170.311	1.85548e+06	103.523	103.523	33.8869	163.472	159.122	762.263	181.071	147.338	910.255	25	141	138	17	139	143	136	140	13	21	930	247	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11212.7	5259.64	5578.49	1127.71	115.899	7.98436e+06	128.452	128.452	192.517	151.391	164.346	578.289	134.418	158.836	778.491	25	142	67	29	140	144	65	69	25	33	1180	446	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11210.9	5968.73	5659.16	896.097	159.817	3.99327e+06	102.171	102.171	212.496	142.016	164.007	737.148	132.603	150.628	859.163	13	142	76	29	140	144	74	78	25	33	1095	320	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11354.2	5839.36	2892.65	1081.98	171.13	2.92004e+06	110.159	110.159	224.459	172.73	165.37	753.743	196.224	180.663	892.647	14	143	74	15	141	145	72	76	11	19	1138	391	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11323.1	6911.29	273.863	3165.75	266.416	3.01505e+06	88.7426	88.7426	71.9047	157.248	159.346	415.904	165.107	136.793	273.863	13	143	88	2	141	145	86	90	1	6	1917	488	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11314.5	11833.5	1627.57	1495.92	227.135	3.17034e+06	105.323	105.323	217.026	159.484	171.84	783.982	156.515	197.279	827.565	8	143	149	9	141	145	147	151	5	13	1730	582	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11388.2	6898.3	1635.66	1453.95	218.989	2.89492e+06	108.008	108.008	216.783	156.289	151.069	800.443	150.475	123.797	835.661	8	144	88	9	142	146	86	90	5	13	1903	552	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11495.7	7674.01	-3449.94	4.18512e+08	220.582	1.44289e+06	105.196	105.196	688.017	164.718	167.153	261.454	178.3	182.207	-3449.94	87	145	97	1	143	147	95	99	1	5	1625	572	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11460.4	12897.9	2769.69	1328.4	162.296	4.65219e+06	108.433	108.433	254.165	153.722	156.738	707.784	143.007	145.866	769.691	13	145	163	15	143	147	161	165	11	19	1600	551	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11518	5133.98	882.517	1668.41	208.517	2.54386e+06	100.761	100.761	47.5804	152.566	168.426	846.761	120.947	112.877	882.517	30	146	66	5	144	148	64	68	1	9	876	220	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11564.6	5252.93	5129.12	809.938	31.3169	3.39582e+06	158.412	158.412	362.316	157.648	156.591	678.703	167.521	152.128	729.121	11	146	67	27	144	148	65	69	23	31	1066	372	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11559.4	6293.45	4712.6	1210.84	218.882	1.36094e+06	93.4718	93.4718	185.77	160.072	158.409	761.377	162.318	156.554	712.601	8	146	80	25	144	148	78	82	21	29	1207	407	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11568.1	14292.9	3315.44	2782.37	143.57	2.65554e+06	92.192	92.192	34.2457	147.282	131.181	760.595	171.037	106.323	915.438	27	146	181	17	144	148	179	183	13	21	965	211	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11791.3	7409.76	2151.4	1558.25	239.822	3.23468e+06	107.222	107.222	208.839	156.8	158.881	753.083	155.076	157.058	751.4	9	149	94	12	147	151	92	96	8	16	1695	612	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11871.5	8000.62	1235.85	1390.32	221.815	1.73509e+06	103.145	103.145	193.693	159.382	167.793	798.11	155.596	190.023	835.848	9	150	101	7	148	152	99	103	3	11	1554	495	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	11911.4	10580.3	3929.88	1762.4	165.084	2.96075e+06	113.982	113.982	109.258	167.259	155.065	776.392	195.482	139.643	729.878	15	150	134	21	148	152	132	136	17	25	1456	451	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	12214.7	7179	1340.65	1740.3	248.947	3.13071e+06	101.628	101.628	175.682	162.052	161.435	753.981	180.037	165.399	740.648	10	154	91	8	152	156	89	93	4	12	1746	586	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	12202.9	13793.7	2140.18	1236.91	166.566	2.91274e+06	115.36	115.36	249.905	160.444	160.144	795.907	168.168	164.959	740.184	8	154	174	12	152	156	172	176	8	16	1271	542	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	12362.3	10568.5	291.471	2250.29	217.963	5.30899e+06	81.1908	81.1908	126.447	165.021	146.561	448.839	168.157	127.785	291.471	11	156	134	2	154	158	132	136	1	6	1960	485	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	12423.8	7035.2	6712.69	2707.51	104.296	2.18988e+06	102.19	102.19	41.4517	118.016	153.644	570.429	150.007	181.001	712.687	37	157	89	35	155	159	87	91	31	35	1040	373	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	12908.7	11810.6	2828.93	694.076	115.137	2.18394e+06	138.515	138.515	317.666	161.252	162.123	750.538	156.717	174.441	828.929	12	163	149	15	161	165	147	151	11	19	1044	304	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	13797.7	4691.94	3206.97	1099.71	225.708	7.83409e+06	102.518	102.518	153.962	160.89	157.408	832.653	168.968	149.042	806.969	13	174	60	17	172	176	58	62	13	21	1284	423	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	14206.4	6936.06	3135.41	1199.4	199.447	3.55374e+06	116.178	116.178	156.347	169.833	163.114	725.248	179.24	161.563	735.407	12	179	88	17	177	181	86	90	13	21	1448	419	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	14143.2	9052.32	1829.42	1084.43	192.166	1.4546e+06	103.681	103.681	226.54	144.672	150.697	795.404	115.985	125.919	829.421	8	179	115	10	177	181	113	117	6	14	1200	405	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	14761.7	6991.55	3305.08	5788.02	201.535	4.46069e+06	108.13	108.13	34.2746	166.303	159.347	777.736	176.644	137.353	905.083	30	186	89	17	184	188	87	91	13	21	1764	484	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-3.tif	Cell_1	15149.5	7641.24	2604.88	1653.82	87.4936	4.62376e+06	107.629	107.629	222.486	159.347	158.828	908.925	165.936	149.438	804.882	10	191	97	14	189	193	95	99	10	18	1828	664	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	602.365	6769.84	6694.63	2981.39	99.9786	4.07932e+06	109.904	109.904	36.1715	173.235	164.581	949.474	203.865	154.736	694.634	52	8	86	35	6	10	84	88	31	39	1007	264	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	1740.71	7014.19	5663.29	798.907	1.08663e-05	4.41586e+06	124.606	124.606	252.292	163.609	148.179	851.01	146.71	159.99	863.286	8	23	89	29	21	25	87	91	25	33	1058	291	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	1810.71	6213.56	7284.34	498.027	160.972	2.14732e+06	122.861	122.861	299.921	153.734	160.363	745.557	137.013	156.363	684.34	8	24	79	38	22	26	77	81	34	42	936	244	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2085.52	8680.92	7330.13	1588.69	101.525	5.10327e+06	100.913	100.913	78.464	208.747	160.183	586.336	172.725	153.024	730.133	36	27	110	38	25	29	108	112	34	42	967	283	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2205.94	6581.57	3799.14	431.169	4.25097e-05	3.55767e+06	166.559	166.559	615.938	191.639	147.634	941.208	213.438	125.866	999.137	14	28	84	19	26	30	82	86	15	23	801	217	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2229.63	8114.47	6876.38	933.155	216.84	2.45916e+06	101.246	101.246	205.841	166.575	155.023	836.493	157.426	144.465	876.378	10	29	103	35	27	31	101	105	31	39	1211	370	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2307.14	7315.93	7239.62	868.39	211.827	4.43764e+06	167.859	167.859	249.779	158.844	158.39	800.603	155.24	142.931	839.62	9	30	93	37	28	32	91	95	33	41	1270	446	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2290.93	9313.23	7083.5	831.96	8.07307e-05	5.71903e+06	155.481	155.481	324.224	163.67	151.477	680.317	139.026	147.733	683.498	9	30	118	37	28	32	116	120	33	41	1155	372	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2435.04	6153.1	5164.76	889.436	230.422	2.68049e+06	126.641	126.641	305.945	151.744	165.247	768.242	123.741	175.599	764.758	8	32	78	27	30	34	76	80	23	31	1181	418	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2513.28	6251.16	7839.07	801.175	193.115	1.66843e+06	122.296	122.296	192.908	170.427	169.823	765.761	201.979	193.961	839.074	11	32	79	40	30	34	77	81	36	44	1047	301	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2673.18	7537.84	1572.75	442.603	1.04249e-07	3.35002e+06	205.571	205.571	414.758	197.506	178.286	1015.33	282.185	205.444	972.753	10	33	95	8	31	35	93	97	4	12	738	208	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2538.77	8487.6	1575.7	1541.14	172.565	7.66089e+06	116.133	116.133	158.296	168.679	140.066	981.468	147.773	119.096	775.7	13	33	108	9	31	35	106	110	5	13	1675	553	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2649.75	7191.55	5052.81	1215.66	253.929	2.12313e+06	88.9022	88.9022	215.882	168.031	161.194	820.391	179.054	177.95	852.814	9	34	91	26	32	36	89	93	22	30	1387	416	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2668.01	8458.94	6541.76	694.185	251.023	1.64087e+06	108.03	108.03	238.107	169.51	157.955	756.16	197.312	170.145	741.759	10	34	107	34	32	36	105	109	30	38	1067	279	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2779.93	8525.8	5135.05	333.971	261.11	2.20727e+06	87.7981	87.7981	662.19	154.213	157.483	790.424	149.834	157.299	535.051	14	36	108	28	34	38	106	110	24	32	960	202	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2982.41	7695.62	5123.71	932.82	227.401	2.59474e+06	125.379	125.379	285.979	167.436	152.011	764.328	192.914	124.118	723.713	7	38	98	27	36	40	96	100	23	31	1279	404	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	2991.49	3840.72	5191.14	966.82	207.632	1.84557e+06	112.871	112.871	261.899	150.898	164.349	786.29	122.29	174.522	791.145	8	39	49	27	37	41	47	51	23	31	1057	407	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3048.13	6948.72	5710.44	1121.36	238.787	2.01827e+06	113.773	113.773	215.946	165.965	165.037	749.595	178.934	174.219	710.444	9	39	88	30	37	41	86	90	26	34	1254	433	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3042.47	7257.68	3700.17	754.962	238.863	1.44343e+06	96.0534	96.0534	216.736	162.131	159.493	823.833	173.269	164.381	900.17	10	39	92	19	37	41	90	94	15	23	1031	273	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3033.29	9065.96	6827.06	910.357	338.249	5.2917e+06	92.8279	92.8279	223.049	163.423	167.136	730.746	164.095	139.556	827.055	25	39	115	35	37	41	113	117	31	39	1241	360	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3100.57	7647.05	6902.9	1058.25	210.109	1.76701e+06	106.377	106.377	232.805	157.978	162.479	745.32	151.668	155.249	702.902	9	40	97	36	38	42	95	99	32	40	1172	405	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3101.66	9342.09	5993.12	844.802	172.393	7.08973e+06	184.449	184.449	468.924	160.359	160.646	905.025	152.76	176.59	993.117	9	40	118	30	38	42	116	120	26	34	1335	452	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3182.04	3216.76	4076.32	947.905	4.01128e-05	9.26297e+06	162.713	162.713	422.164	164.263	174.841	905.389	153.44	188.162	876.322	10	41	41	21	39	43	39	43	17	25	1358	440	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3176.58	5304.31	5609.17	687.047	203.297	1.86938e+06	111.659	111.659	285.593	157.938	173.122	803.343	147.981	203.512	809.166	8	41	67	29	39	43	65	69	25	33	1204	281	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3205.85	6474.01	8254.04	905.956	185.131	1.21747e+06	110.302	110.302	233.262	166.774	169.34	711.4	177.245	177.71	854.044	9	41	82	42	39	43	80	84	38	44	1151	338	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3195.61	7689.66	883.141	1153.6	113.146	3.56025e+06	139.39	139.39	113.636	170.972	160.459	1027.51	167.014	118.164	883.141	15	41	98	5	39	43	96	100	1	9	1163	307	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3386.99	6405.46	2193.8	1153.93	300.236	7.28072e+06	99.2594	99.2594	431.12	180.624	164.873	874.985	198.985	188.858	993.796	13	43	81	11	41	45	79	83	7	15	1636	568	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3366.73	6415.05	3056.58	1117.16	237.016	5.75623e+06	106.555	106.555	530.246	168.716	173.115	729.07	178.728	198.446	656.577	11	43	81	17	41	45	79	83	13	21	1763	526	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3379.45	8157.33	1191.23	1759.13	210.803	3.07874e+06	100.205	100.205	125.596	171.912	161.342	836.706	191.453	187.327	791.231	11	43	103	7	41	45	101	105	3	11	1688	477	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3472.93	3906.93	2009.67	464.473	4.05669e-09	6.43658e+06	299.631	299.631	475.706	168.147	157.367	1148.75	205.226	161.032	1209.67	14	44	50	9	42	46	48	52	5	13	1012	233	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3486.13	5574.65	2222.14	1377.18	1.66946e-05	7.68262e+06	132.748	132.748	484.498	194.765	160.58	989.178	218.435	155.048	1022.14	12	44	71	11	42	46	69	73	7	15	1648	625	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3471.61	5573.15	3114.37	1226.47	54.2327	6.9741e+06	130.097	130.097	630.456	184.034	158.663	759.89	203.909	153.547	714.365	10	44	71	17	42	46	69	73	13	21	1462	580	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3446.01	10958.1	7334.2	647.862	30.7008	4.28022e+06	151.327	151.327	334.84	181.06	146.659	655.694	178.314	118.898	734.203	38	44	139	38	42	46	137	141	34	42	919	304	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3536.8	4023.59	4580.03	1257.96	235.393	2.08567e+06	104.804	104.804	216.957	167.424	151.476	799.383	189.401	118.289	780.031	10	45	52	24	43	47	50	54	20	28	1394	462	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3485.59	9636.47	5862.39	908.981	265.269	4.71121e+06	154.438	154.438	270.53	155.9	153.582	831.114	138.191	152.171	862.389	9	45	122	30	43	47	120	124	26	34	1491	462	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3615.31	2907.17	5410.54	1043.17	120.695	5.92051e+06	117.285	117.285	259.992	178.195	179.15	666.172	188.207	197.367	810.535	22	46	37	28	44	48	35	39	24	32	1192	428	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3551.3	8806	5650.29	836.582	241.879	1.7158e+06	99.2591	99.2591	224.109	153.339	168.908	795.141	124.2	198.403	850.287	10	46	111	29	44	48	109	113	25	33	967	301	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3654.46	5328.3	7916.18	1050.28	138.92	2.38066e+06	118.297	118.297	212.776	163.097	160.96	636.808	147.661	147.797	716.183	11	47	68	41	45	49	66	70	37	44	1152	407	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3711.42	5895.65	5426.76	837.091	209.278	2.55018e+06	123.948	123.948	248.468	174.189	158.958	791.136	204.62	157.249	826.755	9	47	75	28	45	49	73	77	24	32	1219	339	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3731.31	5592.4	5342.17	775.62	212.173	2.63076e+06	130.629	130.629	283.365	159.134	163.918	759.159	144.811	172.795	742.173	7	48	71	28	46	50	69	73	24	32	1380	357	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3762.65	9410.79	1525.53	699.169	147.946	3.01812e+06	126.276	126.276	157.2	169.67	153.995	932.089	176.151	165.589	725.525	24	48	119	9	46	50	117	121	5	13	832	242	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3781.91	10059.9	7732.81	802.882	222.606	1.57509e+06	119.621	119.621	188.775	169.19	165.726	777.611	195.406	177.14	732.808	8	48	127	40	46	50	125	129	36	44	1051	282	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3789.98	10439.2	5400.07	1079.44	304.176	3.99579e+06	84.6568	84.6568	180.606	175.328	153.719	852.93	203.475	157.904	800.072	13	48	132	28	46	50	130	134	24	32	1277	366	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3838.86	2323.01	5055.1	1049.55	133.524	4.00623e+06	130.015	130.015	282.72	167.876	169.833	770.66	172.655	171.111	855.098	11	49	30	26	47	51	28	32	22	30	1352	505	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3840.49	10322	6364.18	1122.82	309.018	3.24189e+06	85.3527	85.3527	188.997	164.585	153.934	725.818	174.285	120.425	764.183	12	49	131	33	47	51	129	133	29	37	1290	370	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3921.98	10747.7	3885.88	1730.42	140.949	5.25516e+06	104.909	104.909	118.538	182.2	149.24	989.821	176.078	147.554	885.877	18	50	136	20	48	52	134	138	16	24	1516	429	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	4014.66	4827	5268.01	843.21	234.443	2.08388e+06	117.019	117.019	243.271	166.183	153.816	789.745	189.055	124.704	868.015	9	51	62	27	49	53	60	64	23	31	1190	351	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3954.06	6819.45	4600.22	1116.13	233.716	2.48857e+06	114.569	114.569	212.72	152.276	173.271	802.371	128.462	204.351	800.221	8	51	86	24	49	53	84	88	20	28	1494	416	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	3977.23	7255.44	514.173	2239.19	212.038	5.02779e+06	109.035	109.035	102.183	167.93	159.021	732.35	151.633	162.143	514.173	13	51	92	4	49	53	90	94	1	8	1752	541	0	0	1	1	-1
negative_positive_5ADVMLE.vsi1-1.tif	EntireImage	4065.73	2818.32	4137.99	1106.57	199.893	2.04954e+06	114.211	114.211	237.341	162.95	168.026	775.367	160.429	188.221	737.988	9	52	36	22	50	54	34	38	18	26	1283	438	0	0	1	1	-1
