Label,channel,time,condition,total_vRNAs_smFISH,total_vRNAs_intensity
CoV-FISH-01C_R1_10h_INF_00002_cleared__results_cell_17.npz,gRNA,10,Untreated,129,163.506011
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_18.npz,gRNA,10,Untreated,129,164.6195144
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_12.npz,gRNA,10,Untreated,129,122.6546915
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_6.npz,gRNA,10,Untreated,129,102.0256767
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_10.npz,gRNA,10,Untreated,128,133.9737525
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_0.npz,gRNA,10,Untreated,127,151.4519965
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_2.npz,gRNA,10,Untreated,127,110.396756
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_35.npz,gRNA,10,Untreated,126,155.5653461
CoV-FISH-01C_R1_10h_INF_00002_cleared__results_cell_0.npz,gRNA,10,Untreated,126,143.5148006
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_21.npz,gRNA,10,Untreated,126,160.5594244
CoV-FISH-01C_R1_10h_INF_00004_cleared__results_cell_15.npz,gRNA,10,Untreated,125,133.726321
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_4.npz,gRNA,10,Untreated,124,112.4113214
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_22.npz,gRNA,10,Untreated,124,106.6699507
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_7.npz,gRNA,10,Untreated,123,163.4934368
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_20.npz,gRNA,10,Untreated,122,149.1195447
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_7.npz,gRNA,10,Untreated,119,80.65083182
CoV-FISH-01C_R1_10h_INF_00006_cleared__results_cell_9.npz,gRNA,10,Untreated,119,92.70823995
CoV-FISH-01C_R1_10h_INF_00015_cleared__results_cell_9.npz,gRNA,10,Untreated,118,151.3383299
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_25.npz,gRNA,10,Untreated,115,145.9048411
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_23.npz,gRNA,10,Untreated,115,113.3550584
CoV-FISH-01C_R1_10h_INF_00015_cleared__results_cell_12.npz,gRNA,10,Untreated,115,84.72468983
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_11.npz,gRNA,10,Untreated,115,96.52609789
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_5.npz,gRNA,10,Untreated,114,110.6766624
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_5.npz,gRNA,10,Untreated,114,114.3346725
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_14.npz,gRNA,10,Untreated,113,103.9709302
CoV-FISH-01C_R1_10h_INF_00007_cleared__results_cell_8.npz,gRNA,10,Untreated,112,137.5248839
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_12.npz,gRNA,10,Untreated,112,83.45509391
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_14.npz,gRNA,10,Untreated,112,143.3799873
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_14.npz,gRNA,10,Untreated,110,139.2131238
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_13.npz,gRNA,10,Untreated,110,107.9815375
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_10.npz,gRNA,10,Untreated,109,82.31534978
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_14.npz,gRNA,10,Untreated,107,118.6426196
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_1.npz,gRNA,10,Untreated,107,95.99115817
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_15.npz,gRNA,10,Untreated,106,102.7831152
CoV-FISH-01C_R1_10h_INF_00007_cleared__results_cell_7.npz,gRNA,10,Untreated,106,71.05028062
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_33.npz,gRNA,10,Untreated,106,108.2444919
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_6.npz,gRNA,10,Untreated,106,142.8097457
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_9.npz,gRNA,10,Untreated,106,73.61391394
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_7.npz,gRNA,10,Untreated,104,96.90159951
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_4.npz,gRNA,10,Untreated,104,90.46998286
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_10.npz,gRNA,10,Untreated,103,81.26035178
CoV-FISH-01C_R1_10h_INF_00007_cleared__results_cell_16.npz,gRNA,10,Untreated,102,74.06385793
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_4.npz,gRNA,10,Untreated,100,113.2700415
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_13.npz,gRNA,10,Untreated,100,94.67031059
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_4.npz,gRNA,10,Untreated,100,108.3825172
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_16.npz,gRNA,10,Untreated,100,97.36395321
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_23.npz,gRNA,10,Untreated,99,121.5620293
CoV-FISH-01C_R1_10h_INF_00003_cleared__results_cell_9.npz,gRNA,10,Untreated,98,71.67318559
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_6.npz,gRNA,10,Untreated,98,74.50440261
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_0.npz,gRNA,10,Untreated,97,65.41926953
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_26.npz,gRNA,10,Untreated,96,100.3516005
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_21.npz,gRNA,10,Untreated,96,70.75836725
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_23.npz,gRNA,10,Untreated,95,89.48291507
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_25.npz,gRNA,10,Untreated,95,82.2252408
CoV-FISH-01C_R1_10h_INF_00002_cleared__results_cell_13.npz,gRNA,10,Untreated,94,107.4041303
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_27.npz,gRNA,10,Untreated,94,91.27192048
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_22.npz,gRNA,10,Untreated,93,120.2737227
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_9.npz,gRNA,10,Untreated,92,77.44172215
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_21.npz,gRNA,10,Untreated,92,95.08602093
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_5.npz,gRNA,10,Untreated,91,113.4913425
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_14.npz,gRNA,10,Untreated,90,87.41084832
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_26.npz,gRNA,10,Untreated,90,71.98463723
CoV-FISH-01C_R1_10h_INF_00003_cleared__results_cell_7.npz,gRNA,10,Untreated,89,71.36216478
CoV-FISH-01C_R1_10h_INF_00004_cleared__results_cell_7.npz,gRNA,10,Untreated,89,100.8960793
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_16.npz,gRNA,10,Untreated,89,69.53955907
CoV-FISH-01C_R1_10h_INF_00006_cleared__results_cell_12.npz,gRNA,10,Untreated,88,82.8171835
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_19.npz,gRNA,10,Untreated,88,104.5465685
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_0.npz,gRNA,10,Untreated,87,58.80143073
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_17.npz,gRNA,10,Untreated,86,59.56251893
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_28.npz,gRNA,10,Untreated,86,86.1349164
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_19.npz,gRNA,10,Untreated,86,96.15989488
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_20.npz,gRNA,10,Untreated,84,99.24987282
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_27.npz,gRNA,10,Untreated,84,61.32975717
CoV-FISH-01C_R1_10h_INF_00006_cleared__results_cell_1.npz,gRNA,10,Untreated,83,65.0872394
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_5.npz,gRNA,10,Untreated,83,60.24790858
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_19.npz,gRNA,10,Untreated,83,107.2616505
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_23.npz,gRNA,10,Untreated,82,101.3762955
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_19.npz,gRNA,10,Untreated,82,72.67266437
CoV-FISH-01C_R1_10h_INF_00007_cleared__results_cell_12.npz,gRNA,10,Untreated,82,98.57582664
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_14.npz,gRNA,10,Untreated,81,52.86943217
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_23.npz,gRNA,10,Untreated,80,56.52262403
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_5.npz,gRNA,10,Untreated,80,77.99278807
CoV-FISH-01C_R1_10h_INF_00006_cleared__results_cell_4.npz,gRNA,10,Untreated,79,83.25140424
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_16.npz,gRNA,10,Untreated,79,69.61489966
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_14.npz,gRNA,10,Untreated,79,74.75876172
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_25.npz,gRNA,10,Untreated,78,81.04187694
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_24.npz,gRNA,10,Untreated,78,102.5152566
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_24.npz,gRNA,10,Untreated,78,74.21229624
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_26.npz,gRNA,10,Untreated,78,80.63593671
CoV-FISH-01C_R1_10h_INF_00003_cleared__results_cell_3.npz,gRNA,10,Untreated,77,69.38239401
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_10.npz,gRNA,10,Untreated,77,54.40288463
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_22.npz,gRNA,10,Untreated,77,81.04880666
CoV-FISH-01C_R1_10h_INF_00015_cleared__results_cell_3.npz,gRNA,10,Untreated,77,69.52198329
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_22.npz,gRNA,10,Untreated,76,82.68521195
CoV-FISH-01C_R1_10h_INF_00003_cleared__results_cell_8.npz,gRNA,10,Untreated,75,89.27652512
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_5.npz,gRNA,10,Untreated,74,64.84224138
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_23.npz,gRNA,10,Untreated,74,89.87633353
CoV-FISH-01C_R1_10h_INF_00016_cleared__results_cell_6.npz,gRNA,10,Untreated,74,64.77836766
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_1.npz,gRNA,10,Untreated,74,52.7421577
CoV-FISH-01C_R1_10h_INF_00004_cleared__results_cell_2.npz,gRNA,10,Untreated,73,71.13861913
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_5.npz,gRNA,10,Untreated,73,50.25376201
CoV-FISH-01C_R1_10h_INF_00006_cleared__results_cell_11.npz,gRNA,10,Untreated,72,72.07443679
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_26.npz,gRNA,10,Untreated,72,60.92235121
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_28.npz,gRNA,10,Untreated,71,84.17766115
CoV-FISH-01C_R1_10h_INF_00003_cleared__results_cell_12.npz,gRNA,10,Untreated,71,68.91143765
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_11.npz,gRNA,10,Untreated,71,77.33173916
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_13.npz,gRNA,10,Untreated,70,54.5224599
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_23.npz,gRNA,10,Untreated,70,67.57162225
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_17.npz,gRNA,10,Untreated,70,52.3762031
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_25.npz,gRNA,10,Untreated,69,80.25048342
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_13.npz,gRNA,10,Untreated,68,91.49917527
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_20.npz,gRNA,10,Untreated,68,52.12224611
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_19.npz,gRNA,10,Untreated,67,57.53277919
CoV-FISH-01C_R1_10h_INF_00015_cleared__results_cell_6.npz,gRNA,10,Untreated,67,75.3804026
CoV-FISH-01C_R1_10h_INF_00016_cleared__results_cell_15.npz,gRNA,10,Untreated,67,84.32241491
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_7.npz,gRNA,10,Untreated,66,84.61966643
CoV-FISH-01C_R1_10h_INF_00003_cleared__results_cell_27.npz,gRNA,10,Untreated,65,61.74989926
CoV-FISH-01C_R1_10h_INF_00006_cleared__results_cell_10.npz,gRNA,10,Untreated,65,56.89214891
CoV-FISH-01C_R1_10h_INF_00007_cleared__results_cell_17.npz,gRNA,10,Untreated,65,74.89609754
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_20.npz,gRNA,10,Untreated,65,54.4381266
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_13.npz,gRNA,10,Untreated,65,72.59565655
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_5.npz,gRNA,10,Untreated,65,71.59083092
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_8.npz,gRNA,10,Untreated,64,50.32843623
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_2.npz,gRNA,10,Untreated,64,60.7741257
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_11.npz,gRNA,10,Untreated,63,51.40914359
CoV-FISH-01C_R1_10h_INF_00007_cleared__results_cell_18.npz,gRNA,10,Untreated,62,49.53537771
CoV-FISH-01C_R1_10h_INF_00004_cleared__results_cell_8.npz,gRNA,10,Untreated,61,71.81281869
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_35.npz,gRNA,10,Untreated,61,68.08891046
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_17.npz,gRNA,10,Untreated,61,62.80954692
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_22.npz,gRNA,10,Untreated,60,63.43342996
CoV-FISH-01C_R1_10h_INF_00007_cleared__results_cell_11.npz,gRNA,10,Untreated,59,44.33950185
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_6.npz,gRNA,10,Untreated,59,63.25648103
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_13.npz,gRNA,10,Untreated,59,79.01381895
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_21.npz,gRNA,10,Untreated,59,69.37073153
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_20.npz,gRNA,10,Untreated,57,63.93104172
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_8.npz,gRNA,10,Untreated,57,76.30572972
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_10.npz,gRNA,10,Untreated,56,41.80979774
CoV-FISH-01C_R1_10h_INF_00004_cleared__results_cell_10.npz,gRNA,10,Untreated,55,37.85939844
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_18.npz,gRNA,10,Untreated,55,52.43516306
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_12.npz,gRNA,10,Untreated,55,36.92294546
CoV-FISH-01C_R1_10h_INF_00016_cleared__results_cell_0.npz,gRNA,10,Untreated,55,54.51982071
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_13.npz,gRNA,10,Untreated,55,66.57835653
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_12.npz,gRNA,10,Untreated,54,62.2181787
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_17.npz,gRNA,10,Untreated,54,41.3380161
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_11.npz,gRNA,10,Untreated,54,72.84934742
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_13.npz,gRNA,10,Untreated,54,66.18011245
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_8.npz,gRNA,10,Untreated,54,54.39422109
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_13.npz,gRNA,10,Untreated,54,52.83494271
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_7.npz,gRNA,10,Untreated,54,46.22692544
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_19.npz,gRNA,10,Untreated,53,68.80536972
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_16.npz,gRNA,10,Untreated,52,49.87927068
CoV-FISH-01C_R1_10h_INF_00002_cleared__results_cell_15.npz,gRNA,10,Untreated,51,47.98339587
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_8.npz,gRNA,10,Untreated,51,51.10681682
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_8.npz,gRNA,10,Untreated,51,41.77582067
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_18.npz,gRNA,10,Untreated,51,39.89651388
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_2.npz,gRNA,10,Untreated,51,41.70623686
CoV-FISH-01C_R1_10h_INF_00006_cleared__results_cell_5.npz,gRNA,10,Untreated,50,54.64499703
CoV-FISH-01C_R1_10h_INF_00007_cleared__results_cell_15.npz,gRNA,10,Untreated,50,42.88507761
CoV-FISH-01C_R1_10h_INF_00007_cleared__results_cell_3.npz,gRNA,10,Untreated,50,33.37263964
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_14.npz,gRNA,10,Untreated,50,49.15912772
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_21.npz,gRNA,10,Untreated,50,47.96704875
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_18.npz,gRNA,10,Untreated,50,61.8885847
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_6.npz,gRNA,10,Untreated,50,43.43778402
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_7.npz,gRNA,10,Untreated,50,33.31379866
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_1.npz,gRNA,10,Untreated,50,52.22294181
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_2.npz,gRNA,10,Untreated,49,41.16760378
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_13.npz,gRNA,10,Untreated,49,49.92710622
CoV-FISH-01C_R1_10h_INF_00016_cleared__results_cell_5.npz,gRNA,10,Untreated,49,60.10652845
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_29.npz,gRNA,10,Untreated,49,57.10969306
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_13.npz,gRNA,10,Untreated,48,31.82431339
CoV-FISH-01C_R1_10h_INF_00006_cleared__results_cell_15.npz,gRNA,10,Untreated,47,35.09433067
CoV-FISH-01C_R1_10h_INF_00015_cleared__results_cell_10.npz,gRNA,10,Untreated,47,58.65825216
CoV-FISH-01C_R1_10h_INF_00016_cleared__results_cell_2.npz,gRNA,10,Untreated,47,59.25533614
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_3.npz,gRNA,10,Untreated,47,43.98961412
CoV-FISH-01C_R1_10h_INF_00015_cleared__results_cell_13.npz,gRNA,10,Untreated,46,58.33288559
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_4.npz,gRNA,10,Untreated,45,55.12094175
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_9.npz,gRNA,10,Untreated,45,36.1903714
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_26.npz,gRNA,10,Untreated,45,54.87136055
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_28.npz,gRNA,10,Untreated,45,57.00719206
CoV-FISH-01C_R1_10h_INF_00002_cleared__results_cell_16.npz,gRNA,10,Untreated,44,30.47158532
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_24.npz,gRNA,10,Untreated,44,49.21936582
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_23.npz,gRNA,10,Untreated,43,52.87361573
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_1.npz,gRNA,10,Untreated,43,48.90410885
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_25.npz,gRNA,10,Untreated,42,55.67694827
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_19.npz,gRNA,10,Untreated,42,30.95412484
CoV-FISH-01C_R1_10h_INF_00016_cleared__results_cell_1.npz,gRNA,10,Untreated,42,45.79452935
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_4.npz,gRNA,10,Untreated,41,41.22724452
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_24.npz,gRNA,10,Untreated,41,52.61724575
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_24.npz,gRNA,10,Untreated,41,49.86178027
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_25.npz,gRNA,10,Untreated,41,51.47037124
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_0.npz,gRNA,10,Untreated,40,35.53908089
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_37.npz,gRNA,10,Untreated,40,30.35547439
CoV-FISH-01C_R1_10h_INF_00015_cleared__results_cell_5.npz,gRNA,10,Untreated,40,42.90174753
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_16.npz,gRNA,10,Untreated,40,44.16554395
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_5.npz,gRNA,10,Untreated,39,38.83284738
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_32.npz,gRNA,10,Untreated,39,33.24459304
CoV-FISH-01C_R1_10h_INF_00007_cleared__results_cell_13.npz,gRNA,10,Untreated,38,39.73052494
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_0.npz,gRNA,10,Untreated,38,40.64083798
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_18.npz,gRNA,10,Untreated,38,34.22921629
CoV-FISH-01C_R1_10h_INF_00003_cleared__results_cell_31.npz,gRNA,10,Untreated,37,47.41353795
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_9.npz,gRNA,10,Untreated,37,30.49740892
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_1.npz,gRNA,10,Untreated,36,29.2953756
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_19.npz,gRNA,10,Untreated,36,26.51502075
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_38.npz,gRNA,10,Untreated,36,44.28116071
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_1.npz,gRNA,10,Untreated,36,28.23279819
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_24.npz,gRNA,10,Untreated,36,28.31890206
CoV-FISH-01C_R1_10h_INF_00014_cleared__results_cell_24.npz,gRNA,10,Untreated,35,41.97238446
CoV-FISH-01C_R1_10h_INF_00015_cleared__results_cell_15.npz,gRNA,10,Untreated,35,45.99074351
CoV-FISH-01C_R1_10h_INF_00015_cleared__results_cell_4.npz,gRNA,10,Untreated,35,36.28754557
CoV-FISH-01C_R1_10h_INF_00018_cleared__results_cell_15.npz,gRNA,10,Untreated,35,31.48751926
CoV-FISH-01C_R1_10h_INF_00004_cleared__results_cell_5.npz,gRNA,10,Untreated,34,43.54912517
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_12.npz,gRNA,10,Untreated,34,30.20532377
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_7.npz,gRNA,10,Untreated,34,30.46709549
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_29.npz,gRNA,10,Untreated,33,30.33063364
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_37.npz,gRNA,10,Untreated,33,23.70177156
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_14.npz,gRNA,10,Untreated,32,30.45125307
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_1.npz,gRNA,10,Untreated,32,25.34522858
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_19.npz,gRNA,10,Untreated,32,23.3380916
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_21.npz,gRNA,10,Untreated,32,42.16202594
CoV-FISH-01C_R1_10h_INF_00003_cleared__results_cell_0.npz,gRNA,10,Untreated,31,40.91060491
CoV-FISH-01C_R1_10h_INF_00005_cleared__results_cell_16.npz,gRNA,10,Untreated,31,30.66039302
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_18.npz,gRNA,10,Untreated,31,25.36364908
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_3.npz,gRNA,10,Untreated,31,22.34091666
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_9.npz,gRNA,10,Untreated,31,33.92763433
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_26.npz,gRNA,10,Untreated,31,29.42240633
CoV-FISH-01C_R1_10h_INF_00020_cleared__results_cell_19.npz,gRNA,10,Untreated,31,23.49206718
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_3.npz,gRNA,10,Untreated,30,26.40769873
CoV-FISH-01C_R1_10h_INF_00017_cleared__results_cell_13.npz,gRNA,10,Untreated,30,38.14408757
CoV-FISH-01C_R1_10h_INF_00006_cleared__results_cell_13.npz,gRNA,10,Untreated,29,28.80911431
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_7.npz,gRNA,10,Untreated,29,28.16635354
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_30.npz,gRNA,10,Untreated,29,28.16994407
CoV-FISH-01C_R1_10h_INF_00010_cleared__results_cell_25.npz,gRNA,10,Untreated,28,27.08744221
CoV-FISH-01C_R1_10h_INF_00012_cleared__results_cell_25.npz,gRNA,10,Untreated,28,25.72601958
CoV-FISH-01C_R1_10h_INF_00011_cleared__results_cell_31.npz,gRNA,10,Untreated,27,27.79277022
CoV-FISH-01C_R1_10h_INF_00008_cleared__results_cell_2.npz,gRNA,10,Untreated,26,17.42514137
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_33.npz,gRNA,10,Untreated,24,20.31255285
CoV-FISH-01C_R1_10h_INF_00013_cleared__results_cell_21.npz,gRNA,10,Untreated,24,22.65131065
CoV-FISH-01C_R1_10h_INF_00009_cleared__results_cell_12.npz,gRNA,10,Untreated,23,18.6074425
CoV-FISH-01C_R1_10h_INF_00015_cleared__results_cell_7.npz,gRNA,10,Untreated,23,18.52193639
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_30.npz,gRNA,10,Untreated,23,24.82285887
CoV-FISH-01C_R1_10h_INF_00019_cleared__results_cell_31.npz,gRNA,10,Untreated,23,30.13399577
CoV-FISH-01C_R1_10h_INF_00002_cleared__results_cell_2.npz,gRNA,10,Untreated,22,32.65537705
CoV-FISH-01C_R1_10h_INF_00006_cleared__results_cell_16.npz,gRNA,10,Untreated,22,50.92721409
CoV-FISH-01C_R1_10h_INF_00016_cleared__results_cell_10.npz,gRNA,10,Untreated,22,44.4116042
CoV-FISH-01C_R1_10h_INF_00001_cleared__results_cell_0.npz,gRNA,10,Untreated,21,57.90049065
