cell_id,Area,Channel,IntDen,RawIntDen,time,condition,repeat_exp,mock_bg_den,sub_RawIntDen,sm_mean_int,RNA_count
CoV-FISH-06B_R2_24h_INF_00005_49,709.634,ORFN,668847.35,57501565,24,Untreated,R2,11425.668359095318,49393522.25966175,5448.466666666666,779378.3773821373
CoV-FISH-06B_R2_24h_INF_00005_51,641.017,ORFN,2030564.824,174569960,24,Untreated,R2,11425.668359095318,167245912.3454578,5448.466666666666,2638966.4438660485
CoV-FISH-06B_R2_24h_INF_00005_53,443.195,ORFN,2615691.387,224873954,24,Untreated,R2,11425.668359095318,219810154.91159075,5448.466666666666,3468375.487913322
CoV-FISH-06B_R2_24h_INF_00005_55,373.579,ORFN,804809.591,69190393,24,Untreated,R2,11425.668359095318,64922003.24007753,5448.466666666666,1024401.6467514012
CoV-FISH-06B_R2_24h_INF_00005_57,152.679,ORFN,808772.352,69531076,24,Untreated,R2,11425.668359095318,67786616.38060169,5448.466666666666,1069602.260903848
CoV-FISH-06B_R2_24h_INF_00006_1,490.793,gRNA,90875.712,7812688,24,Untreated,R2,15311.80120102403,297763.15314581245,5186.933333333333,4935.293019549356
CoV-FISH-06B_R2_24h_INF_00006_3,895.219,gRNA,1253457.193,107761136,24,Untreated,R2,15311.80120102403,94053720.64062047,5186.933333333333,1558898.9639459942
CoV-FISH-06B_R2_24h_INF_00006_5,814.459,gRNA,4853145.619,417230431,24,Untreated,R2,15311.80120102403,404759596.70561516,5186.933333333333,6708711.911169955
CoV-FISH-06B_R2_24h_INF_00006_9,682.776,gRNA,402009.529,34561215,24,Untreated,R2,15311.80120102403,24106684.623169616,5186.933333333333,399557.67222462996
CoV-FISH-06B_R2_24h_INF_00006_11,1122.889,gRNA,1275580.096,109663067,24,Untreated,R2,15311.80120102403,92469613.86118333,5186.933333333333,1532643.092297065
CoV-FISH-06B_R2_24h_INF_00006_15,1408.915,gRNA,10756579.003,924755292,24,Untreated,R2,15311.80120102403,903182265.6108593,5186.933333333333,14969847.960560977
CoV-FISH-06B_R2_24h_INF_00006_17,706.167,gRNA,333521.157,28673192,24,Untreated,R2,15311.80120102403,17860503.281276464,5186.933333333333,296029.969586456
CoV-FISH-06B_R2_24h_INF_00006_19,1025.507,gRNA,3726142.87,320340727,24,Untreated,R2,15311.80120102403,304638367.6857414,5186.933333333333,5049246.670188594
CoV-FISH-06B_R2_24h_INF_00006_21,232.02,gRNA,2382883.895,204859230,24,Untreated,R2,15311.80120102403,201306585.8853384,5186.933333333333,3336567.9319721283
CoV-FISH-06B_R2_24h_INF_00006_23,489.153,gRNA,113375.09,9746985,24,Untreated,R2,15311.80120102403,2257171.5071154917,5186.933333333333,37411.62284622136
CoV-FISH-06B_R2_24h_INF_00006_25,859.254,gRNA,3314838.733,284980444,24,Untreated,R2,15311.80120102403,271823717.5708153,5186.933333333333,4505358.308112298
CoV-FISH-06B_R2_24h_INF_00006_27,491.688,gRNA,1108704.386,95316573,24,Untreated,R2,15311.80120102403,87787944.09107089,5186.933333333333,1455046.4793778143
CoV-FISH-06B_R2_24h_INF_00006_29,933.709,gRNA,187155.738,16089991,24,Untreated,R2,15311.80120102403,1793224.412393054,5186.933333333333,29721.904243253066
CoV-FISH-06B_R2_24h_INF_00006_31,778.482,gRNA,187745.169,16140665,24,Untreated,R2,15311.80120102403,4220703.3774244115,5186.933333333333,69956.2981387109
CoV-FISH-06B_R2_24h_INF_00006_33,982.376,gRNA,2792925.574,240110978,24,Untreated,R2,15311.80120102403,225069031.98334283,5186.933333333333,3730420.0023707463
CoV-FISH-06B_R2_24h_INF_00006_37,1561.71,gRNA,317779.292,27319846,24,Untreated,R2,15311.80120102403,3407252.9463487603,5186.933333333333,56473.715784838714
CoV-FISH-06B_R2_24h_INF_00006_41,531.993,gRNA,105553.685,9074570,24,Untreated,R2,15311.80120102403,928798.9436636223,5186.933333333333,15394.433108327514
CoV-FISH-06B_R2_24h_INF_00006_43,1576.564,gRNA,3357291.878,288630189,24,Untreated,R2,15311.80120102403,264490154.45130876,5186.933333333333,4383807.731790983
CoV-FISH-06B_R2_24h_INF_00006_45,1419.802,gRNA,744752.293,64027199,24,Untreated,R2,15311.80120102403,42287473.031183675,5186.933333333333,700896.2266160012
CoV-FISH-06B_R2_24h_INF_00006_47,925.055,gRNA,3733676.445,320988397,24,Untreated,R2,15311.80120102403,306824138.7399867,5186.933333333333,5085474.861999377
CoV-FISH-06B_R2_24h_INF_00006_1,490.793,ORFN,132154.335,11361458,24,Untreated,R2,11425.668359095318,5753819.949034532,5448.466666666666,90789.2907910677
CoV-FISH-06B_R2_24h_INF_00006_3,895.219,ORFN,3692152.019,317418495,24,Untreated,R2,11425.668359095318,307190019.597239,5448.466666666666,4847138.816362732
CoV-FISH-06B_R2_24h_INF_00006_5,814.459,ORFN,10428133.678,896518475,24,Untreated,R2,11425.668359095318,887212736.5739195,5448.466666666666,13999293.660182118
CoV-FISH-06B_R2_24h_INF_00006_9,682.776,ORFN,1728831.476,148629602,24,Untreated,R2,11425.668359095318,140828429.86045033,5448.466666666666,2222126.0629462865
CoV-FISH-06B_R2_24h_INF_00006_11,1122.889,ORFN,3490030.502,300041879,24,Untreated,R2,11425.668359095318,287212121.6819238,5448.466666666666,4531908.378272266
CoV-FISH-06B_R2_24h_INF_00006_15,1408.915,ORFN,17843237.857,1534003388,24,Untreated,R2,11425.668359095318,1517905592.4638453,5448.466666666666,23950970.56360129
CoV-FISH-06B_R2_24h_INF_00006_17,706.167,ORFN,1057049.385,90875734,24,Untreated,R2,11425.668359095318,82807304.05186273,5448.466666666666,1306613.0803155245
CoV-FISH-06B_R2_24h_INF_00006_19,1025.507,ORFN,10178505.808,875057684,24,Untreated,R2,11425.668359095318,863340581.1180693,5448.466666666666,13622615.890858727
CoV-FISH-06B_R2_24h_INF_00006_21,232.02,ORFN,8160297.306,701550011,24,Untreated,R2,11425.668359095318,698899027.4273227,5448.466666666666,11027899.308065886
CoV-FISH-06B_R2_24h_INF_00006_23,489.153,ORFN,183193.117,15749320,24,Untreated,R2,11425.668359095318,10160420.045143448,5448.466666666666,160320.85435567138
CoV-FISH-06B_R2_24h_INF_00006_25,859.254,ORFN,6829576.877,587146467,24,Untreated,R2,11425.668359095318,577328915.759774,5448.466666666666,9109649.46405753
CoV-FISH-06B_R2_24h_INF_00006_27,491.688,ORFN,3568468.76,306785305,24,Untreated,R2,11425.668359095318,301167440.97585315,5448.466666666666,4752108.793419311
CoV-FISH-06B_R2_24h_INF_00006_29,933.709,ORFN,307575.216,26442590,24,Untreated,R2,11425.668359095318,15774340.62209747,5448.466666666666,248902.67864868912
CoV-FISH-06B_R2_24h_INF_00006_31,778.482,ORFN,419047.609,36025998,24,Untreated,R2,11425.668359095318,27131320.84447476,5448.466666666666,428104.00734004483
CoV-FISH-06B_R2_24h_INF_00006_33,982.376,ORFN,7865898.025,676240171,24,Untreated,R2,11425.668359095318,665015868.6200653,5448.466666666666,10493258.324315917
CoV-FISH-06B_R2_24h_INF_00006_35,672.167,ORFN,170261.579,14637581,24,Untreated,R2,11425.668359095318,6957623.776071977,5448.466666666666,109784.0623821811
CoV-FISH-06B_R2_24h_INF_00006_37,1561.71,ORFN,461659.086,39689355,24,Untreated,R2,11425.668359095318,21845774.46691725,5448.466666666666,344703.5861742306
CoV-FISH-06B_R2_24h_INF_00006_41,531.993,ORFN,189367.876,16280171,24,Untreated,R2,11425.668359095318,10201795.412639804,5448.466666666666,160973.71459538818
CoV-FISH-06B_R2_24h_INF_00006_43,1576.564,ORFN,7937223.733,682372123,24,Untreated,R2,11425.668359095318,664358825.5891112,5448.466666666666,10482890.869072631
CoV-FISH-06B_R2_24h_INF_00006_45,1419.802,ORFN,1413089.519,121484908,24,Untreated,R2,11425.668359095318,105262721.21241975,5448.466666666666,1660936.1937397863
CoV-FISH-06B_R2_24h_INF_00006_47,925.055,ORFN,9629081.054,827823015,24,Untreated,R2,11425.668359095318,817253643.3560771,5448.466666666666,12895411.97568487
CoV-FISH-06B_R2_24h_INF_00007_1,312.105,gRNA,156586.001,13461876,24,Untreated,R2,15311.80120102403,8682986.286154395,5186.933333333333,143916.6705287935
CoV-FISH-06B_R2_24h_INF_00007_5,263.891,gRNA,786338.042,67602373,24,Untreated,R2,15311.80120102403,63561726.469260566,5186.933333333333,1053507.6003867837
CoV-FISH-06B_R2_24h_INF_00007_7,601.248,gRNA,1114241.814,95792632,24,Untreated,R2,15311.80120102403,86586442.1514867,5186.933333333333,1435132.1143102832
CoV-FISH-06B_R2_24h_INF_00007_9,336.846,gRNA,355326.604,30547831,24,Untreated,R2,15311.80120102403,25390112.012639858,5186.933333333333,420829.91551407817
CoV-FISH-06B_R2_24h_INF_00007_11,1188.538,gRNA,289401.255,24880154,24,Untreated,R2,15311.80120102403,6681496.424137302,5186.933333333333,110742.85825432914
CoV-FISH-06B_R2_24h_INF_00007_13,500.273,gRNA,1432098.353,123119119,24,Untreated,R2,15311.80120102403,115459038.2777601,5186.933333333333,1913682.6690476127
CoV-FISH-06B_R2_24h_INF_00007_15,392.748,gRNA,705332.632,60638246,24,Untreated,R2,15311.80120102403,54624566.701900214,5186.933333333333,905378.1164380031
CoV-FISH-06B_R2_24h_INF_00007_17,578.985,gRNA,641635.507,55162132,24,Untreated,R2,15311.80120102403,46296828.7816251,5186.933333333333,767349.530992295
CoV-FISH-06B_R2_24h_INF_00007_19,573.844,gRNA,125620.305,10799720,24,Untreated,R2,15311.80120102403,2013134.7515995651,5186.933333333333,33366.82118662366
CoV-FISH-06B_R2_24h_INF_00007_21,692.744,gRNA,1506177.392,129487778,24,Untreated,R2,15311.80120102403,118880619.58879781,5186.933333333333,1970393.871161716
CoV-FISH-06B_R2_24h_INF_00007_23,547.591,gRNA,157817.926,13567786,24,Untreated,R2,15311.80120102403,5183181.46853005,5186.933333333333,85908.9482712703
CoV-FISH-06B_R2_24h_INF_00007_25,772.108,gRNA,1262311.619,108522361,24,Untreated,R2,15311.80120102403,96699996.79827973,5186.933333333333,1602759.8248709193
CoV-FISH-06B_R2_24h_INF_00007_27,608.03,gRNA,4893920.898,420735928,24,Untreated,R2,15311.80120102403,411425893.51574135,5186.933333333333,6819202.84252152
CoV-FISH-06B_R2_24h_INF_00007_29,285.27,gRNA,903843.495,77704450,24,Untreated,R2,15311.80120102403,73336452.47138387,5186.933333333333,1215519.3755061296
CoV-FISH-06B_R2_24h_INF_00007_31,259.029,gRNA,3226378.087,277375382,24,Untreated,R2,15311.80120102403,273409181.4466999,5186.933333333333,4531636.6730366815
CoV-FISH-06B_R2_24h_INF_00007_33,859.754,gRNA,3198001.911,274935850,24,Untreated,R2,15311.80120102403,261771467.67021477,5186.933333333333,4338746.696698761
CoV-FISH-06B_R2_24h_INF_00007_37,1955.773,gRNA,9159791.895,787477694,24,Untreated,R2,15311.80120102403,757531286.6296697,5186.933333333333,12555747.181931766
CoV-FISH-06B_R2_24h_INF_00007_43,477.37,gRNA,2261940.823,194461617,24,Untreated,R2,15311.80120102403,187152222.46066716,5186.933333333333,3101965.5969688557
CoV-FISH-06B_R2_24h_INF_00007_45,332.228,gRNA,396024.102,34046641,24,Untreated,R2,15311.80120102403,28959631.91058619,5186.933333333333,479993.13449990854
CoV-FISH-06B_R2_24h_INF_00007_47,1199.437,gRNA,371872.565,31970306,24,Untreated,R2,15311.80120102403,13604765.102847341,5186.933333333333,225492.98506323743
CoV-FISH-06B_R2_24h_INF_00007_49,775.179,gRNA,2075409.957,178425347,24,Untreated,R2,15311.80120102403,166555960.25679138,5186.933333333333,2760591.6290695444
CoV-FISH-06B_R2_24h_INF_00007_51,588.314,gRNA,588178.285,50566354,24,Untreated,R2,15311.80120102403,41558206.98822075,5186.933333333333,688808.9633894904
CoV-FISH-06B_R2_24h_INF_00007_53,474.287,gRNA,1187241.317,102068482,24,Untreated,R2,15311.80120102403,94806293.74376991,5186.933333333333,1571372.5314221394
CoV-FISH-06B_R2_24h_INF_00007_55,266.985,gRNA,322744.365,27746699,24,Untreated,R2,15311.80120102403,23658677.756344598,5186.933333333333,392132.15587315254
CoV-FISH-06B_R2_24h_INF_00007_1,312.105,ORFN,461677.359,39690926,24,Untreated,R2,11425.668359095318,36124917.776784554,5448.466666666666,570013.6072888818
CoV-FISH-06B_R2_24h_INF_00007_3,441.276,ORFN,97175.559,8354293,24,Untreated,R2,11425.668359095318,3312419.7691718545,5448.466666666666,52266.536719816286
CoV-FISH-06B_R2_24h_INF_00007_5,263.891,ORFN,2000547.318,171989321,24,Untreated,R2,11425.668359095318,168974189.95104998,5448.466666666666,2666236.8658625046
CoV-FISH-06B_R2_24h_INF_00007_7,601.248,ORFN,2286992.872,196615370,24,Untreated,R2,11425.668359095318,189745709.75043064,5448.466666666666,2993989.8313606386
CoV-FISH-06B_R2_24h_INF_00007_9,336.846,ORFN,1655089.933,142289958,24,Untreated,R2,11425.668359095318,138441267.3159122,5448.466666666666,2184459.122315309
CoV-FISH-06B_R2_24h_INF_00007_11,1188.538,ORFN,525713.563,45196191,24,Untreated,R2,11425.668359095318,31616349.97981757,5448.466666666666,498873.0995225999
CoV-FISH-06B_R2_24h_INF_00007_13,500.273,ORFN,4265331.584,366695392,24,Untreated,R2,11425.668359095318,360979438.6129903,5448.466666666666,5695879.869742942
CoV-FISH-06B_R2_24h_INF_00007_15,392.748,ORFN,2105009.207,180970028,24,Untreated,R2,11425.668359095318,176482619.60330203,5448.466666666666,2784712.071746723
CoV-FISH-06B_R2_24h_INF_00007_17,578.985,ORFN,3173169.111,272800946,24,Untreated,R2,11425.668359095318,266185655.4051092,5448.466666666666,4200132.622683213
CoV-FISH-06B_R2_24h_INF_00007_19,573.844,ORFN,213629.985,18366012,24,Untreated,R2,11425.668359095318,11809460.766143307,5448.466666666666,186341.00077514525
CoV-FISH-06B_R2_24h_INF_00007_21,692.744,ORFN,4557765.88,391836300,24,Untreated,R2,11425.668359095318,383921236.79824686,5448.466666666666,6057877.569559868
CoV-FISH-06B_R2_24h_INF_00007_23,547.591,ORFN,396923.939,34124001,24,Untreated,R2,11425.668359095318,27867407.837574635,5448.466666666666,439718.69404488
CoV-FISH-06B_R2_24h_INF_00007_25,772.108,ORFN,3272765.902,281363395,24,Untreated,R2,11425.668359095318,272541545.05459565,5448.466666666666,4300421.946773027
CoV-FISH-06B_R2_24h_INF_00007_27,608.03,ORFN,11238322.319,966171311,24,Untreated,R2,11425.668359095318,959224161.8676193,5448.466666666666,15135559.00897288
CoV-FISH-06B_R2_24h_INF_00007_29,285.27,ORFN,2608410.001,224247965,24,Untreated,R2,11425.668359095318,220988564.58720088,5448.466666666666,3486969.5662226244
CoV-FISH-06B_R2_24h_INF_00007_31,259.029,ORFN,7150230.412,614713415,24,Untreated,R2,11425.668359095318,611753835.5506119,5448.466666666666,9652838.87231734
CoV-FISH-06B_R2_24h_INF_00007_33,859.754,ORFN,11821815.31,1016334865,24,Untreated,R2,11425.668359095318,1006511600.9255943,5448.466666666666,15881705.585234754
CoV-FISH-06B_R2_24h_INF_00007_37,1955.773,ORFN,31695700.484,2724915305,24,Untreated,R2,11425.668359095318,2702569291.316327,5448.466666666666,42643730.851101615
CoV-FISH-06B_R2_24h_INF_00007_43,477.37,ORFN,5679896.807,488307168,24,Untreated,R2,11425.668359095318,482852896.69541866,5448.466666666666,7618916.204485258
CoV-FISH-06B_R2_24h_INF_00007_45,332.228,ORFN,1407389.059,120994833,24,Untreated,R2,11425.668359095318,117198906.05239448,5448.466666666666,1849276.7685181536
CoV-FISH-06B_R2_24h_INF_00007_47,1199.437,ORFN,650007.445,55881877,24,Untreated,R2,11425.668359095318,42177507.62037179,5448.466666666666,665517.1760859399
CoV-FISH-06B_R2_24h_INF_00007_49,775.179,ORFN,7444704.789,640029711,24,Untreated,R2,11425.668359095318,631172772.8270649,5448.466666666666,9959249.493237313
CoV-FISH-06B_R2_24h_INF_00007_51,588.314,ORFN,2135560.961,183596597,24,Untreated,R2,11425.668359095318,176874716.34498718,5448.466666666666,2790898.9502751436
CoV-FISH-06B_R2_24h_INF_00007_53,474.287,ORFN,4582116.135,393929719,24,Untreated,R2,11425.668359095318,388510673.03096974,5448.466666666666,6130294.097082537
CoV-FISH-06B_R2_24h_INF_00007_55,266.985,ORFN,973933.696,83730184,24,Untreated,R2,11425.668359095318,80679701.93314694,5448.466666666666,1273041.7330792956
CoV-FISH-06B_R2_24h_INF_00008_1,469.669,gRNA,601122.362,51679171,24,Untreated,R2,15311.80120102403,44487692.64171624,5186.933333333333,737363.8968788143
CoV-FISH-06B_R2_24h_INF_00008_3,850.669,gRNA,408703.532,35136706,24,Untreated,R2,15311.80120102403,22111431.38412609,5186.933333333333,366487.22922706173
CoV-FISH-06B_R2_24h_INF_00008_7,805.875,gRNA,2674990.151,229971936,24,Untreated,R2,15311.80120102403,217632538.20712477,5186.933333333333,3607163.3957827617
CoV-FISH-06B_R2_24h_INF_00008_9,548.277,gRNA,126525.934,10877578,24,Untreated,R2,15311.80120102403,2482469.572906146,5186.933333333333,41145.838982998
CoV-FISH-06B_R2_24h_INF_00008_11,872.316,gRNA,855031.623,73508038,24,Untreated,R2,15311.80120102403,60151308.82352752,5186.933333333333,996981.431104542
CoV-FISH-06B_R2_24h_INF_00008_13,553.383,gRNA,306424.876,26343694,24,Untreated,R2,15311.80120102403,17870403.515973717,5186.933333333333,296194.0616128772
CoV-FISH-06B_R2_24h_INF_00008_15,386.874,gRNA,74169.674,6376451,24,Untreated,R2,15311.80120102403,452713.22215502895,5186.933333333333,7503.522116671382
CoV-FISH-06B_R2_24h_INF_00008_17,832.117,gRNA,209347.536,17997845,24,Untreated,R2,15311.80120102403,5256634.920007488,5186.933333333333,87126.40685373261
CoV-FISH-06B_R2_24h_INF_00008_19,799.989,gRNA,1079609.294,92815235,24,Untreated,R2,15311.80120102403,80565962.46899399,5186.933333333333,1335345.317195078
CoV-FISH-06B_R2_24h_INF_00008_21,303.427,gRNA,1956486.773,168201386,24,Untreated,R2,15311.80120102403,163555372.09697688,5186.933333333333,2710858.2028775425
CoV-FISH-06B_R2_24h_INF_00008_23,499.005,gRNA,783364.312,67346718,24,Untreated,R2,15311.80120102403,59706052.641683005,5186.933333333333,989601.5061442081
CoV-FISH-06B_R2_24h_INF_00008_25,659.477,gRNA,1345499.518,115674119,24,Untreated,R2,15311.80120102403,105576338.27935228,5186.933333333333,1749881.272531106
CoV-FISH-06B_R2_24h_INF_00008_27,327.505,gRNA,317281.695,27277067,24,Untreated,R2,15311.80120102403,22262375.547658626,5186.933333333333,368989.0622065743
CoV-FISH-06B_R2_24h_INF_00008_29,1033.684,gRNA,246027.289,21151245,24,Untreated,R2,15311.80120102403,5323681.087320676,5186.933333333333,88237.66752528479
CoV-FISH-06B_R2_24h_INF_00008_31,1586.067,gRNA,6049013.319,520040533,24,Untreated,R2,15311.80120102403,495754990.4044954,5186.933333333333,8216920.454062814
CoV-FISH-06B_R2_24h_INF_00008_33,814.843,gRNA,4114177.732,353700524,24,Untreated,R2,15311.80120102403,341223809.97395396,5186.933333333333,5655634.250500528
CoV-FISH-06B_R2_24h_INF_00008_35,563.108,gRNA,323156.667,27782145,24,Untreated,R2,15311.80120102403,19159947.24929376,5186.933333333333,317567.6806057601
CoV-FISH-06B_R2_24h_INF_00008_37,565.015,gRNA,1792662.878,154117260,24,Untreated,R2,15311.80120102403,145465862.6444034,5186.933333333333,2411032.5569399484
CoV-FISH-06B_R2_24h_INF_00008_39,516.15,gRNA,1589828.691,136679375,24,Untreated,R2,15311.80120102403,128776188.81009145,5186.933333333333,2134408.5693752407
CoV-FISH-06B_R2_24h_INF_00008_41,1358.851,gRNA,690357.442,59350812,24,Untreated,R2,15311.80120102403,38544355.626187295,5186.933333333333,638855.7054666767
CoV-FISH-06B_R2_24h_INF_00008_43,405.694,gRNA,381566.795,32803730,24,Untreated,R2,15311.80120102403,26591824.123551756,5186.933333333333,440747.76407872955
CoV-FISH-06B_R2_24h_INF_00008_47,749.449,gRNA,1341120.92,115297686,24,Untreated,R2,15311.80120102403,103822271.90169375,5186.933333333333,1720808.3954540512
CoV-FISH-06B_R2_24h_INF_00008_49,257.761,gRNA,1006678.989,86545334,24,Untreated,R2,15311.80120102403,82598548.81062284,5186.933333333333,1369034.5399128394
CoV-FISH-06B_R2_24h_INF_00008_51,992.857,gRNA,4012646.013,344971727,24,Untreated,R2,15311.80120102403,329769297.9949549,5186.933333333333,5465780.763206835
CoV-FISH-06B_R2_24h_INF_00008_53,1007.21,gRNA,503540.504,43289948,24,Untreated,R2,15311.80120102403,27867748.712316588,5186.933333333333,461895.6517534642
CoV-FISH-06B_R2_24h_INF_00008_55,451.524,gRNA,467463.441,40188362,24,Untreated,R2,15311.80120102403,33274716.274508826,5186.933333333333,551513.7558899076
CoV-FISH-06B_R2_24h_INF_00008_57,362.947,gRNA,784055.113,67406107,24,Untreated,R2,15311.80120102403,61848734.68949193,5186.933333333333,1025115.5166654722
CoV-FISH-06B_R2_24h_INF_00008_2,505.507,ORFN,122976.347,10572416,24,Untreated,R2,11425.668359095318,4796660.664798803,5448.466666666666,75686.31340220636
CoV-FISH-06B_R2_24h_INF_00008_4,492.979,ORFN,124001.703,10660567,24,Untreated,R2,11425.668359095318,5027952.43800155,5448.466666666666,79335.85687782544
CoV-FISH-06B_R2_24h_INF_00008_8,374.858,ORFN,81283.016,6987993,24,Untreated,R2,11425.668359095318,2704989.810246247,5448.466666666666,42681.9241207799
CoV-FISH-06B_R2_24h_INF_00008_10,796.279,ORFN,552027.209,47458405,24,Untreated,R2,11425.668359095318,38360385.22468794,5448.466666666666,605286.9571641629
CoV-FISH-06B_R2_24h_INF_00008_12,327.226,ORFN,3740488.267,321574017,24,Untreated,R2,11425.668359095318,317835241.2455267,5448.466666666666,5015109.335482631
CoV-FISH-06B_R2_24h_INF_00008_14,927.823,ORFN,725586.151,62379464,24,Untreated,R2,11425.668359095318,51778466.106059104,5448.466666666666,817010.3092654542
CoV-FISH-06B_R2_24h_INF_00008_16,551.604,ORFN,5022687.27,431806119,24,Untreated,R2,11425.668359095318,425503674.6304496,5448.466666666666,6714005.163678071
CoV-FISH-06B_R2_24h_INF_00008_18,1280.674,ORFN,11442406.937,983716697,24,Untreated,R2,11425.668359095318,969084140.5998839,5448.466666666666,15291139.212080821
CoV-FISH-06B_R2_24h_INF_00008_20,783.996,ORFN,2418117.256,207888282,24,Untreated,R2,11425.668359095318,198930603.7091427,5448.466666666666,3138917.899303146
CoV-FISH-06B_R2_24h_INF_00008_22,516.266,ORFN,199208.226,17126157,24,Untreated,R2,11425.668359095318,11227472.898923296,5448.466666666666,177157.8379056194
CoV-FISH-06B_R2_24h_INF_00008_24,271.835,ORFN,3321957.215,285592428,24,Untreated,R2,11425.668359095318,282486531.4416053,5448.466666666666,4457343.4822053155
CoV-FISH-06B_R2_24h_INF_00008_26,644.507,ORFN,2763420.717,237574412,24,Untreated,R2,11425.668359095318,230210488.76288456,5448.466666666666,3632481.9324515695
CoV-FISH-06B_R2_24h_INF_00008_28,1092.181,ORFN,1963235.352,168781569,24,Untreated,R2,11425.668359095318,156302671.10589492,5448.466666666666,2466293.4857450374
CoV-FISH-06B_R2_24h_INF_00008_30,1000.278,ORFN,14344242.741,1233190811,24,Untreated,R2,11425.668359095318,1221761966.305101,5448.466666666666,19278132.339708142
CoV-FISH-06B_R2_24h_INF_00008_32,486.977,ORFN,7359561.629,632709857,24,Untreated,R2,11425.668359095318,627145819.2994928,5448.466666666666,9895708.357425755
CoV-FISH-06B_R2_24h_INF_00008_34,367.449,ORFN,7390233.238,635346730,24,Untreated,R2,11425.668359095318,631148379.5871187,5448.466666666666,9958864.593297027
CoV-FISH-06B_R2_24h_INF_00008_36,693.012,ORFN,7094683.384,609937974,24,Untreated,R2,11425.668359095318,602019848.7191266,5448.466666666666,9499246.690283833
CoV-FISH-06B_R2_24h_INF_00008_38,1181.757,ORFN,11571061.12,994777243,24,Untreated,R2,11425.668359095318,981274879.4369606,5448.466666666666,15483496.384018922
CoV-FISH-06B_R2_24h_INF_00008_40,168.022,ORFN,1195017.124,102736977,24,Untreated,R2,11425.668359095318,100817213.3509681,5448.466666666666,1590790.7061294143
CoV-FISH-06B_R2_24h_INF_00008_42,397.366,ORFN,1512693.044,130047936,24,Untreated,R2,11425.668359095318,125507763.86681972,5448.466666666666,1980381.8977952814
CoV-FISH-06B_R2_24h_INF_00008_44,816.495,ORFN,1899710.204,163320240,24,Untreated,R2,11425.668359095318,153991238.91314048,5448.466666666666,2429821.4912525727
CoV-FISH-06B_R2_24h_INF_00008_48,683.648,ORFN,2980261.489,256216459,24,Untreated,R2,11425.668359095318,248405323.6776412,5448.466666666666,3919577.4920282112
CoV-FISH-06B_R2_24h_INF_00008_50,325.47,ORFN,3163520.268,271971424,24,Untreated,R2,11425.668359095318,268252711.71916524,5448.466666666666,4232748.620131975
CoV-FISH-06B_R2_24h_INF_00008_52,604.854,ORFN,12802657.185,1100658953,24,Untreated,R2,11425.668359095318,1093748091.7903278,5448.466666666666,17258206.62399937
CoV-FISH-06B_R2_24h_INF_00008_54,581.439,ORFN,4544516.398,390697227,24,Untreated,R2,11425.668359095318,384053897.81495595,5448.466666666666,6059970.822343119
CoV-FISH-06B_R2_24h_INF_00008_56,432.447,ORFN,2860381.285,245910222,24,Untreated,R2,11425.668359095318,240969225.9951143,5448.466666666666,3802243.6093503213
CoV-FISH-06B_R2_24h_INF_00008_58,417.198,ORFN,645968.148,55534614,24,Untreated,R2,11425.668359095318,50767848.01192215,5448.466666666666,801063.8074909748
CoV-FISH-06B_R2_24h_INF_00009_1,335.264,gRNA,177399.208,15251211,24,Untreated,R2,15311.80120102403,10117715.282139879,5186.933333333333,167696.6712576439
CoV-FISH-06B_R2_24h_INF_00009_3,841.573,gRNA,1351553.62,116194597,24,Untreated,R2,15311.80120102403,103308598.5278506,5186.933333333333,1712294.4856923053
CoV-FISH-06B_R2_24h_INF_00009_5,994.008,gRNA,180857.403,15548516,24,Untreated,R2,15311.80120102403,328463.1117725037,5186.933333333333,5444.131302292045
CoV-FISH-06B_R2_24h_INF_00009_11,669.992,gRNA,259569.695,22315501,24,Untreated,R2,15311.80120102403,12056716.689723508,5186.933333333333,199834.76494265313
CoV-FISH-06B_R2_24h_INF_00009_13,452.152,gRNA,4449217.666,382504287,24,Untreated,R2,15311.80120102403,375581025.4633546,5186.933333333333,6225089.9537485335
CoV-FISH-06B_R2_24h_INF_00009_15,400.588,gRNA,225628.733,19397558,24,Untreated,R2,15311.80120102403,13263834.180484185,5186.933333333333,219842.20529579103
CoV-FISH-06B_R2_24h_INF_00009_17,253.259,gRNA,617727.994,53106776,24,Untreated,R2,15311.80120102403,49228924.539629854,5186.933333333333,815947.7258134148
CoV-FISH-06B_R2_24h_INF_00009_19,1185.758,gRNA,235008.219,20203923,24,Untreated,R2,15311.80120102403,2047832.2314761467,5186.933333333333,33941.91662211226
CoV-FISH-06B_R2_24h_INF_00009_21,865.418,gRNA,1730282.393,148754339,24,Untreated,R2,15311.80120102403,135503230.62821218,5186.933333333333,2245906.3224599888
CoV-FISH-06B_R2_24h_INF_00009_23,863.709,gRNA,492724.28,42360065,24,Untreated,R2,15311.80120102403,29135124.496464737,5186.933333333333,482901.84675969894
CoV-FISH-06B_R2_24h_INF_00009_25,426.957,gRNA,98642.098,8480373,24,Untreated,R2,15311.80120102403,1942892.294614383,5186.933333333333,32202.583422573643
CoV-FISH-06B_R2_24h_INF_00009_27,709.482,gRNA,4150291.831,356805294,24,Untreated,R2,15311.80120102403,345941846.66029507,5186.933333333333,5733833.629026973
