cell_id,Area,Channel,IntDen,RawIntDen,time,condition,repeat_exp,mock_bg_den,sub_RawIntDen,sm_mean_int,RNA_count
CoV-FISH-06B_R1_26h_INF_00003_5,471.868,gRNA,3735848.605,321175140,26,Untreated,R1,13147.530461466115,314971241.09620893,4750.538461538462,5700076.933031107
CoV-FISH-06B_R1_26h_INF_00003_7,552.627,gRNA,853288.724,73358199,26,Untreated,R1,13147.530461466115,66092518.68367137,4750.538461538462,1196085.2041080429
CoV-FISH-06B_R1_26h_INF_00003_9,849.553,gRNA,1462006.322,125690341,26,Untreated,R1,13147.530461466115,114520817.05387008,4750.538461538462,2072498.636284217
CoV-FISH-06B_R1_26h_INF_00003_11,896.115,gRNA,506115.17,43511295,26,Untreated,R1,13147.530461466115,31729595.740523294,4750.538461538462,574214.7636892167
CoV-FISH-06B_R1_26h_INF_00003_13,549.533,gRNA,108636.534,9339606,26,Untreated,R1,13147.530461466115,2114604.142919142,4750.538461538462,38268.27571811125
CoV-FISH-06B_R1_26h_INF_00003_15,1226.423,gRNA,500144.329,42997975,26,Untreated,R1,13147.530461466115,26873541.24885734,4750.538461538462,486334.09211694356
CoV-FISH-06B_R1_26h_INF_00003_17,899.441,gRNA,2506326.969,215471771,26,Untreated,R1,13147.530461466115,203646343.05420846,4750.538461538462,3685415.2731514415
CoV-FISH-06B_R1_26h_INF_00003_19,1049.038,gRNA,172574.251,14836404,26,Untreated,R1,13147.530461466115,1044144.9397645108,4750.538461538462,18896.03147633049
CoV-FISH-06B_R1_26h_INF_00003_21,468.809,gRNA,1765235.823,151759325,26,Untreated,R1,13147.530461466115,145595644.39189053,4750.538461538462,2634863.9680869076
CoV-FISH-06B_R1_26h_INF_00003_25,841.061,gRNA,158815.703,13653566,26,Untreated,R1,13147.530461466115,2595690.882548848,4750.538461538462,46974.56718080643
CoV-FISH-06B_R1_26h_INF_00003_27,458.921,gRNA,75627.966,6501822,26,Untreated,R1,13147.530461466115,468144.17309350893,4750.538461538462,8472.06809452214
CoV-FISH-06B_R1_26h_INF_00003_29,1500.806,gRNA,2648057.413,227656498,26,Untreated,R1,13147.530461466115,207924605.39824888,4750.538461538462,3762839.5624797214
CoV-FISH-06B_R1_26h_INF_00003_31,252.759,gRNA,600980.675,51666990,26,Untreated,R1,13147.530461466115,48343833.34809028,4750.538461538462,874884.8573053617
CoV-FISH-06B_R1_26h_INF_00003_1,255.923,ORFN,847634.931,72872136,26,Untreated,R1,10672.78214146053,70140725.576011,5174.7692307692305,1165284.3697520825
CoV-FISH-06B_R1_26h_INF_00003_3,1049.655,ORFN,2283791.96,196340184,26,Untreated,R1,10672.78214146053,185137444.86130524,5174.7692307692305,3075784.702553775
CoV-FISH-06B_R1_26h_INF_00003_5,471.868,ORFN,6998602.541,601677795,26,Untreated,R1,10672.78214146053,596641650.6364733,5174.7692307692305,9912318.187759832
CoV-FISH-06B_R1_26h_INF_00003_7,552.627,ORFN,4023546.148,345908824,26,Untreated,R1,10672.78214146053,340010756.4235111,5174.7692307692305,5648775.6115173185
CoV-FISH-06B_R1_26h_INF_00003_9,849.553,ORFN,3226473.794,277383610,26,Untreated,R1,10672.78214146053,268316515.9133758,5174.7692307692305,4457681.889836738
CoV-FISH-06B_R1_26h_INF_00003_11,896.115,ORFN,1201237.177,103271722,26,Untreated,R1,10672.78214146053,93707681.8313051,5174.7692307692305,1556814.476425483
CoV-FISH-06B_R1_26h_INF_00003_13,549.533,ORFN,146618.574,12604965,26,Untreated,R1,10672.78214146053,6739919.011456771,5174.7692307692305,111973.78146500984
CoV-FISH-06B_R1_26h_INF_00003_15,1226.423,ORFN,932776.381,80191843,26,Untreated,R1,10672.78214146053,67102497.507723555,5174.7692307692305,1114808.705996926
CoV-FISH-06B_R1_26h_INF_00003_17,899.441,ORFN,8964382.561,770678132,26,Untreated,R1,10672.78214146053,761078594.1579026,5174.7692307692305,12644194.690629404
CoV-FISH-06B_R1_26h_INF_00003_19,1049.038,ORFN,286924.412,24667217,26,Untreated,R1,10672.78214146053,13471062.967886528,5174.7692307692305,223801.77837500232
CoV-FISH-06B_R1_26h_INF_00003_21,468.809,ORFN,4986034.793,428655064,26,Untreated,R1,10672.78214146053,423651567.67704403,5174.7692307692305,7038343.929020729
CoV-FISH-06B_R1_26h_INF_00003_23,576.019,ORFN,102143.971,8781433,26,Untreated,R1,10672.78214146053,2633707.703658047,5174.7692307692305,43755.15645675063
CoV-FISH-06B_R1_26h_INF_00003_25,841.061,ORFN,236416.924,20325031,26,Untreated,R1,10672.78214146053,11348570.179321066,5174.7692307692305,188539.70129901683
CoV-FISH-06B_R1_26h_INF_00003_27,458.921,ORFN,124703.497,10720901,26,Untreated,R1,10672.78214146053,5822937.146858793,5174.7692307692305,96739.48462266863
CoV-FISH-06B_R1_26h_INF_00003_29,1500.806,ORFN,10196621.249,876615089,26,Untreated,R1,10672.78214146053,860597313.5254031,5174.7692307692305,14297550.95725398
CoV-FISH-06B_R1_26h_INF_00003_31,252.759,ORFN,2245279.335,193029210,26,Untreated,R1,10672.78214146053,190331568.25870657,5174.7692307692305,3162077.3771711225
CoV-FISH-06B_R1_26h_INF_00004_1,434.972,gRNA,336755.685,28951268,26,Untreated,R1,13147.530461466115,23232460.380115163,4750.538461538462,420440.9616870493
CoV-FISH-06B_R1_26h_INF_00004_3,446.499,gRNA,602486.46,51796444,26,Untreated,R1,13147.530461466115,45926084.79648584,4750.538461538462,831130.5364317925
CoV-FISH-06B_R1_26h_INF_00004_5,177.885,gRNA,1163892.41,100061150,26,Untreated,R1,13147.530461466115,97722401.5438621,4750.538461538462,1768495.450384395
CoV-FISH-06B_R1_26h_INF_00004_7,1450.929,gRNA,3063027.002,263331904,26,Untreated,R1,13147.530461466115,244255770.77507544,4750.538461538462,4420329.551069921
CoV-FISH-06B_R1_26h_INF_00004_9,232.508,gRNA,135934.325,11686428,26,Untreated,R1,13147.530461466115,8629521.987465438,4750.538461538462,156169.62060612888
CoV-FISH-06B_R1_26h_INF_00004_11,991.437,gRNA,1446495.464,124356855,26,Untreated,R1,13147.530461466115,111321906.84187542,4750.538461538462,2014607.5277285036
CoV-FISH-06B_R1_26h_INF_00004_13,1040.733,gRNA,477379.886,41040890,26,Untreated,R1,13147.530461466115,27357821.180246986,4750.538461538462,495098.1712005981
CoV-FISH-06B_R1_26h_INF_00004_15,1871.966,gRNA,455557.794,39164820,26,Untreated,R1,13147.530461466115,14553089.992171124,4750.538461538462,263369.22786979785
CoV-FISH-06B_R1_26h_INF_00004_17,701.852,gRNA,1290204.063,110920306,26,Untreated,R1,13147.530461466115,101692685.45055908,4750.538461538462,1840346.2124901179
CoV-FISH-06B_R1_26h_INF_00004_19,536.727,gRNA,351061.149,30181125,26,Untreated,R1,13147.530461466115,23124490.418008678,4750.538461538462,418487.01475423895
CoV-FISH-06B_R1_26h_INF_00004_21,726.686,gRNA,123887.374,10650738,26,Untreated,R1,13147.530461466115,1096611.6790790353,4750.538461538462,19845.529117693644
CoV-FISH-06B_R1_26h_INF_00004_23,862.731,gRNA,1142090.336,98186801,26,Untreated,R1,13147.530461466115,86844018.89744888,4750.538461538462,1571627.8958238645
CoV-FISH-06B_R1_26h_INF_00004_27,1153.445,gRNA,409364.614,35193540,26,Untreated,R1,13147.530461466115,20028586.726874217,4750.538461538462,362460.02906721516
CoV-FISH-06B_R1_26h_INF_00004_1,434.972,ORFN,706793.529,60763841,26,Untreated,R1,10672.78214146053,56121479.60636463,5174.7692307692305,932375.3419372055
CoV-FISH-06B_R1_26h_INF_00004_3,446.499,ORFN,922307.984,79291863,26,Untreated,R1,10672.78214146053,74526476.44662002,5174.7692307692305,1238147.130967874
CoV-FISH-06B_R1_26h_INF_00004_5,177.885,ORFN,1126623.377,96857089,26,Untreated,R1,10672.78214146053,94958561.1487663,5174.7692307692305,1577595.9853864082
CoV-FISH-06B_R1_26h_INF_00004_7,1450.929,ORFN,6557574.962,563762154,26,Untreated,R1,10672.78214146053,548276704.8802729,5174.7692307692305,9108806.178570077
CoV-FISH-06B_R1_26h_INF_00004_9,232.508,ORFN,699197.305,60110785,26,Untreated,R1,10672.78214146053,57629277.769853294,5174.7692307692305,957425.1773676955
CoV-FISH-06B_R1_26h_INF_00004_11,991.437,ORFN,4466801.662,384016003,26,Untreated,R1,10672.78214146053,373434611.89201677,5174.7692307692305,6204063.51358064
CoV-FISH-06B_R1_26h_INF_00004_13,1040.733,ORFN,1092953.587,93962459,26,Untreated,R1,10672.78214146053,82854942.42357136,5174.7692307692305,1376512.269726471
CoV-FISH-06B_R1_26h_INF_00004_15,1871.966,ORFN,933393.379,80244887,26,Untreated,R1,10672.78214146053,60265801.7057787,5174.7692307692305,1001227.1213564512
CoV-FISH-06B_R1_26h_INF_00004_17,701.852,ORFN,5860779.8,503857884,26,Untreated,R1,10672.78214146053,496367170.50845164,5174.7692307692305,8246406.074381821
CoV-FISH-06B_R1_26h_INF_00004_19,536.727,ORFN,1173168.919,100858662,26,Untreated,R1,10672.78214146053,95130291.65956031,5174.7692307692305,1580449.0337173801
CoV-FISH-06B_R1_26h_INF_00004_21,726.686,ORFN,132197.338,11365155,26,Untreated,R1,10672.78214146053,3609393.6367506133,5174.7692307692305,59964.73453400672
CoV-FISH-06B_R1_26h_INF_00004_23,862.731,ORFN,3655458.377,314263901,26,Untreated,R1,10672.78214146053,305056160.9903156,5174.7692307692305,5068056.72994303
CoV-FISH-06B_R1_26h_INF_00004_25,1600.665,ORFN,282650.21,24299759,26,Untreated,R1,10672.78214146053,7216210.173539083,5174.7692307692305,119886.65436542072
CoV-FISH-06B_R1_26h_INF_00004_27,1153.445,ORFN,870294.723,74820224,26,Untreated,R1,10672.78214146053,62509756.802843064,5174.7692307692305,1038507.114963032
CoV-FISH-06B_R1_26h_INF_00005_3,405.02,gRNA,120096.195,10324806,26,Untreated,R1,13147.530461466115,4999793.212496995,4750.538461538462,90481.93054480948
CoV-FISH-06B_R1_26h_INF_00005_5,310.721,gRNA,387638.892,33325755,26,Untreated,R1,13147.530461466115,29240541.18748279,4750.538461538462,529170.0085126369
CoV-FISH-06B_R1_26h_INF_00005_7,436.519,gRNA,524765.407,45114677,26,Untreated,R1,13147.530461466115,39375530.150491275,4750.538461538462,712584.2675526342
CoV-FISH-06B_R1_26h_INF_00005_13,441.032,gRNA,349635.438,30058555,26,Untreated,R1,13147.530461466115,24260073.34551868,4750.538461538462,439037.8117988063
CoV-FISH-06B_R1_26h_INF_00005_15,588.698,gRNA,3069327.268,263873545,26,Untreated,R1,13147.530461466115,256133620.11239582,4750.538461538462,4635284.588825251
CoV-FISH-06B_R1_26h_INF_00005_17,944.992,gRNA,4874991.312,419108530,26,Untreated,R1,13147.530461466115,406684218.89415824,4750.538461538462,7359819.033250355
CoV-FISH-06B_R1_26h_INF_00005_19,348.233,gRNA,133382.305,11467028,26,Untreated,R1,13147.530461466115,6888624.024812271,4750.538461538462,124664.3559186488
CoV-FISH-06B_R1_26h_INF_00005_21,276.953,gRNA,571347.485,49119391,26,Untreated,R1,13147.530461466115,45478142.996105574,4750.538461538462,823024.0733947178
CoV-FISH-06B_R1_26h_INF_00005_23,483.36,gRNA,612743.368,52678242,26,Untreated,R1,13147.530461466115,46323251.67614574,4750.538461538462,838318.1188962557
CoV-FISH-06B_R1_26h_INF_00005_3,405.02,ORFN,265391.115,22815975,26,Untreated,R1,10672.78214146053,18493284.777065657,5174.7692307692305,307238.56246304756
CoV-FISH-06B_R1_26h_INF_00005_5,310.721,ORFN,1917194.689,164823401,26,Untreated,R1,10672.78214146053,161507143.46022326,5174.7692307692305,2683202.2100135325
