cell_id,Area,Channel,IntDen,RawIntDen,time,condition,repeat_exp,mock_bg_den,sub_RawIntDen,sm_mean_int,RNA_count,ImgeJ_cal_factor
CoV-FISH-06B_R1_48h_INF_00003_5,1262.389,gRNA,218546.472,18788688,48,Untreated,R1,14867.221637919216,20470.943728800863,6072.076923076923,117.996369213479,35
CoV-FISH-06B_R1_48h_INF_00003_7,345.802,gRNA,357185.135,30707611,48,Untreated,R1,14867.221637919216,25566496.023164257,6072.076923076923,147367.59302405384,35
CoV-FISH-06B_R1_48h_INF_00003_9,766.083,gRNA,231147.19,19871986,48,Untreated,R1,14867.221637919216,8482460.245957933,6072.076923076923,48893.66725250338,35
CoV-FISH-06B_R1_48h_INF_00003_11,667.561,gRNA,947580.862,81464601,48,Untreated,R1,14867.221637919216,71539823.65616901,6072.076923076923,412362.00721533503,35
CoV-FISH-06B_R1_48h_INF_00003_13,1117.375,gRNA,307010.003,26393998,48,Untreated,R1,14867.221637919216,9781736.222330015,6072.076923076923,56382.81137058866,35
CoV-FISH-06B_R1_48h_INF_00003_15,705.551,gRNA,1458069.605,125351897,48,Untreated,R1,14867.221637919216,114862313.90614446,6072.076923076923,662076.7552262655,35
CoV-FISH-06B_R1_48h_INF_00003_17,1881.806,gRNA,5549080.177,477060714,48,Untreated,R1,14867.221637919216,449083487.1184338,6072.076923076923,2588557.794682942,35
CoV-FISH-06B_R1_48h_INF_00003_19,851.832,gRNA,199742.986,17172131,48,Untreated,R1,14867.221637919216,4507755.857727999,6072.076923076923,25983.11204208723,35
CoV-FISH-06B_R1_48h_INF_00003_21,940.153,gRNA,283826.547,24400890,48,Untreated,R1,14867.221637919216,10423426.975445336,6072.076923076923,60081.57484864674,35
CoV-FISH-06B_R1_48h_INF_00003_23,307.929,gRNA,56832.762,4885977,48,Untreated,R1,14867.221637919216,307928.30825717375,6072.076923076923,1774.926590281035,35
CoV-FISH-06B_R1_48h_INF_00003_25,330.599,gRNA,95327.765,8195436,48,Untreated,R1,14867.221637919216,3280347.393725545,6072.076923076923,18908.218758568517,35
CoV-FISH-06B_R1_48h_INF_00003_1,298.938,ORFN,69894.239,6008887,48,Untreated,R1,11486.03286208993,2575275.3082725606,6520.384615384615,13823.515192166757,35
CoV-FISH-06B_R1_48h_INF_00003_3,253.015,ORFN,467254.557,40170404,48,Untreated,R1,11486.03286208993,37264265.39539832,6520.384615384615,200026.4349071697,35
CoV-FISH-06B_R1_48h_INF_00003_5,1262.389,ORFN,266410.573,22903619,48,Untreated,R1,11486.03286208993,8403777.461259155,6520.384615384615,45109.64130092509,35
CoV-FISH-06B_R1_48h_INF_00003_7,345.802,ORFN,1344641.579,115600361,48,Untreated,R1,11486.03286208993,111628467.86422358,6520.384615384615,599197.2261926706,35
CoV-FISH-06B_R1_48h_INF_00003_9,766.083,ORFN,431947.031,37134976,48,Untreated,R1,11486.03286208993,28335721.48691156,6520.384615384615,152099.96197186055,35
CoV-FISH-06B_R1_48h_INF_00003_11,667.561,ORFN,3234239.831,278051265,48,Untreated,R1,11486.03286208993,270383637.4165504,6520.384615384615,1451360.290503515,35
CoV-FISH-06B_R1_48h_INF_00003_13,1117.375,ORFN,470634.424,40460975,48,Untreated,R1,11486.03286208993,27626769.030722264,6520.384615384615,148294.4600835089,35
CoV-FISH-06B_R1_48h_INF_00003_15,705.551,ORFN,4979348.34,428080222,48,Untreated,R1,11486.03286208993,419976240.0281195,6520.384615384615,2254340.69737267,35
CoV-FISH-06B_R1_48h_INF_00003_17,1881.806,ORFN,12339209.522,1060815832,48,Untreated,R1,11486.03286208993,1039201346.443922,6520.384615384615,5578205.776346187,35
CoV-FISH-06B_R1_48h_INF_00003_19,851.832,ORFN,343674.042,29546047,48,Untreated,R1,11486.03286208993,19761876.65502021,6520.384615384615,106077.43618279004,35
CoV-FISH-06B_R1_48h_INF_00003_21,940.153,ORFN,533301.435,45848529,48,Untreated,R1,11486.03286208993,35049900.746607564,6520.384615384615,188140.2092810292,35
CoV-FISH-06B_R1_48h_INF_00003_23,307.929,ORFN,76015.34,6535125,48,Untreated,R1,11486.03286208993,2998242.38680951,6520.384615384615,16093.910057197276,35
CoV-FISH-06B_R1_48h_INF_00003_25,330.599,ORFN,151438.377,13019329,48,Untreated,R1,11486.03286208993,9222058.021825932,6520.384615384615,49501.99256687075,35
CoV-FISH-06B_R1_48h_INF_00004_3,734.828,gRNA,131359.149,11293095,48,Untreated,R1,14867.221637919216,368244.2582510989,6072.076923076923,2122.593175624232,35
CoV-FISH-06B_R1_48h_INF_00004_5,825.219,gRNA,172438.996,14824776,48,Untreated,R1,14867.221637919216,2556062.227177942,6072.076923076923,14733.373619037508,35
CoV-FISH-06B_R1_48h_INF_00004_7,660.908,gRNA,121076.035,10409044,48,Untreated,R1,14867.221637919216,583178.2817260865,6072.076923076923,3361.4923063375777,35
CoV-FISH-06B_R1_48h_INF_00004_9,565.55,gRNA,132936.249,11428680,48,Untreated,R1,14867.221637919216,3020522.802674789,6072.076923076923,17410.566340461748,35
CoV-FISH-06B_R1_48h_INF_00004_11,460.841,gRNA,165001.977,14185407,48,Untreated,R1,14867.221637919216,7333981.71315967,6072.076923076923,42273.73322380696,35
CoV-FISH-06B_R1_48h_INF_00004_13,1124.063,gRNA,1098287.761,94421044,48,Untreated,R1,14867.221637919216,77709350.2440156,6072.076923076923,447923.7158876965,35
CoV-FISH-06B_R1_48h_INF_00004_15,824.544,gRNA,167755.843,14422160,48,Untreated,R1,14867.221637919216,2163481.6017835382,6072.076923076923,12470.503424395529,35
CoV-FISH-06B_R1_48h_INF_00004_17,307.906,gRNA,179730.979,15451676,48,Untreated,R1,14867.221637919216,10873969.254354846,6072.076923076923,62678.54125101607,35
CoV-FISH-06B_R1_48h_INF_00004_19,605.692,gRNA,190154.07,16347761,48,Untreated,R1,14867.221637919216,7342803.791685434,6072.076923076923,42324.58448150896,35
CoV-FISH-06B_R1_48h_INF_00004_21,1086.283,gRNA,234153.478,20130440,48,Untreated,R1,14867.221637919216,3980429.8774962015,6072.076923076923,22943.55744784793,35
CoV-FISH-06B_R1_48h_INF_00004_23,783.623,gRNA,171605.065,14753082,48,Untreated,R1,14867.221637919216,3102785.1784288287,6072.076923076923,17884.734106757503,35
CoV-FISH-06B_R1_48h_INF_00004_25,687.382,gRNA,2701437.121,232245612,48,Untreated,R1,14867.221637919216,222026151.4560838,6072.076923076923,1279778.7971739252,35
CoV-FISH-06B_R1_48h_INF_00004_27,1278.557,gRNA,658829.185,56640292,48,Untreated,R1,14867.221637919216,37631701.70428692,6072.076923076923,216912.5286678053,35
CoV-FISH-06B_R1_48h_INF_00004_29,684.427,gRNA,130582.517,11226327,48,Untreated,R1,14867.221637919216,1050799.096023865,6072.076923076923,6056.900929739648,35
CoV-FISH-06B_R1_48h_INF_00004_31,588.325,gRNA,594252.487,51088560,48,Untreated,R1,14867.221637919216,42341801.82987118,6072.076923076923,244061.97135172845,35
CoV-FISH-06B_R1_48h_INF_00004_33,1037.395,gRNA,220486.879,18955507,48,Untreated,R1,14867.221637919216,3532325.6089307945,6072.076923076923,20360.64395737755,35
CoV-FISH-06B_R1_48h_INF_00004_35,855.938,gRNA,161563.834,13889826,48,Untreated,R1,14867.221637919216,1164406.0456827022,6072.076923076923,6711.741652021606,35
CoV-FISH-06B_R1_48h_INF_00004_37,736.654,gRNA,212043.383,18229610,48,Untreated,R1,14867.221637919216,7277611.711540258,6072.076923076923,41948.81144141299,35
CoV-FISH-06B_R1_48h_INF_00004_39,1262.377,gRNA,257687.261,22153666,48,Untreated,R1,14867.221637919216,3385627.350388456,6072.076923076923,19515.061940873704,35
CoV-FISH-06B_R1_48h_INF_00004_41,787.834,gRNA,142166.172,12222187,48,Untreated,R1,14867.221637919216,509284.308111554,6072.076923076923,2935.560766063533,35
CoV-FISH-06B_R1_48h_INF_00004_43,763.524,gRNA,193143.457,16604762,48,Untreated,R1,14867.221637919216,5253281.466129368,6072.076923076923,30280.389007548587,35
CoV-FISH-06B_R1_48h_INF_00004_45,1095.752,gRNA,361610.993,31088107,48,Untreated,R1,14867.221637919216,14797319.155806744,6072.076923076923,85293.08455973839,35
CoV-FISH-06B_R1_48h_INF_00004_55,493.631,gRNA,274413.399,23591631,48,Untreated,R1,14867.221637919216,16252709.5156523,6072.076923076923,93682.08608918249,35
CoV-FISH-06B_R1_48h_INF_00004_2,298.426,ORFN,99036.463,8514277,48,Untreated,R1,11486.03286208993,5086546.157097951,6520.384615384615,27303.468430125256,35
CoV-FISH-06B_R1_48h_INF_00004_4,643.728,ORFN,131757.132,11327310,48,Untreated,R1,11486.03286208993,3933429.0377525734,6520.384615384615,21113.787673891595,35
CoV-FISH-06B_R1_48h_INF_00004_6,668.957,ORFN,3950388.593,339619386,48,Untreated,R1,11486.03286208993,331935723.9146749,6520.384615384615,1781758.4425314348,35
CoV-FISH-06B_R1_48h_INF_00004_8,706.191,ORFN,149726.326,12872142,48,Untreated,R1,11486.03286208993,4760808.967087849,6520.384615384615,25554.982363298193,35
CoV-FISH-06B_R1_48h_INF_00004_10,1005.814,ORFN,218241.219,18762445,48,Untreated,R1,11486.03286208993,7209632.342849879,6520.384615384615,38699.73120977638,35
CoV-FISH-06B_R1_48h_INF_00004_12,784.147,ORFN,177606.219,15269008,48,Untreated,R1,11486.03286208993,6262269.789290767,6520.384615384615,33614.49600810829,35
CoV-FISH-06B_R1_48h_INF_00004_14,882.657,ORFN,588052.208,50555515,48,Untreated,R1,11486.03286208993,40417287.692046285,6520.384615384615,216951.16970307392,35
CoV-FISH-06B_R1_48h_INF_00004_16,770.433,ORFN,187470.146,16117021,48,Untreated,R1,11486.03286208993,7267802.243961468,6520.384615384615,39011.974529610896,35
CoV-FISH-06B_R1_48h_INF_00004_18,530.201,ORFN,159865.95,13743857,48,Untreated,R1,11486.03286208993,7653950.890487056,6520.384615384615,41084.736095931235,35
CoV-FISH-06B_R1_48h_INF_00004_20,815.972,ORFN,328788.452,28266316,48,Untreated,R1,11486.03286208993,18894034.793454755,6520.384615384615,101419.05068155388,35
CoV-FISH-06B_R1_48h_INF_00004_22,684.451,ORFN,707995.921,60867212,48,Untreated,R1,11486.03286208993,53005585.32150968,6520.384615384615,284522.4010061571,35
CoV-FISH-06B_R1_48h_INF_00004_24,899.697,ORFN,267815.614,23024412,48,Untreated,R1,11486.03286208993,12690462.692076275,6520.384615384615,68119.63103751201,35
CoV-FISH-06B_R1_48h_INF_00004_26,1288.747,ORFN,2145135.233,184419708,48,Untreated,R1,11486.03286208993,169617117.6070802,6520.384615384615,910467.6282807938,35
CoV-FISH-06B_R1_48h_INF_00004_28,792.813,ORFN,311426.287,26773671,48,Untreated,R1,11486.03286208993,17667394.828507897,6520.384615384615,94834.71535387356,35
CoV-FISH-06B_R1_48h_INF_00004_30,377.278,ORFN,3799193.053,326620934,48,Untreated,R1,11486.03286208993,322287506.49385643,6520.384615384615,1729968.9194208067,35
CoV-FISH-06B_R1_48h_INF_00004_32,712.344,ORFN,1399808.328,120343109,48,Untreated,R1,11486.03286208993,112161102.4068874,6520.384615384615,602056.2920442844,35
CoV-FISH-06B_R1_48h_INF_00004_34,384.443,ORFN,10146577.103,872312737,48,Untreated,R1,11486.03286208993,867897012.0683995,6520.384615384615,4658681.537086319,35
CoV-FISH-06B_R1_48h_INF_00004_36,944.236,ORFN,1263109.875,108590988,48,Untreated,R1,11486.03286208993,97745462.27443165,6520.384615384615,524676.2854346299,35
CoV-FISH-06B_R1_48h_INF_00004_38,561.689,ORFN,223413.536,19207115,48,Untreated,R1,11486.03286208993,12755536.68772557,6520.384615384615,68468.93402837415,35
CoV-FISH-06B_R1_48h_INF_00004_40,1133.66,ORFN,253265.196,21773496,48,Untreated,R1,11486.03286208993,8752239.985563127,6520.384615384615,46980.11199706509,35
CoV-FISH-06B_R1_48h_INF_00004_42,768.77,ORFN,3062844.65,263316227,48,Untreated,R1,11486.03286208993,254486109.51661113,6520.384615384615,1366025.8341303377,35
CoV-FISH-06B_R1_48h_INF_00004_44,695.443,ORFN,570708.037,49064417,48,Untreated,R1,11486.03286208993,41076535.848289594,6520.384615384615,220489.8697690293,35
CoV-FISH-06B_R1_48h_INF_00004_46,786.043,ORFN,154825.421,13310517,48,Untreated,R1,11486.03286208993,4282001.270984244,6520.384615384615,22984.84726358557,35
CoV-FISH-06B_R1_48h_INF_00004_48,903.164,ORFN,175654.122,15101184,48,Untreated,R1,11486.03286208993,4727412.616143409,6520.384615384615,25375.718048077048,35
CoV-FISH-06B_R1_48h_INF_00004_50,722.847,ORFN,353679.272,30406208,48,Untreated,R1,11486.03286208993,22103563.60373688,6520.384615384615,118647.10009674136,35
CoV-FISH-06B_R1_48h_INF_00004_52,733.211,ORFN,195602.69,16816185,48,Untreated,R1,11486.03286208993,8394499.35915418,6520.384615384615,45059.838475964745,35
CoV-FISH-06B_R1_48h_INF_00004_54,174.71,ORFN,33617.598,2890143,48,Untreated,R1,11486.03286208993,883418.198664268,6520.384615384615,4741.995875564702,35
CoV-FISH-06B_R1_48h_INF_00004_56,288.609,ORFN,500605.24,43037600,48,Untreated,R1,11486.03286208993,39722627.54170509,6520.384615384615,213222.3857898403,35
CoV-FISH-06B_R1_48h_INF_00005_5,831.709,gRNA,355914.685,30598389,48,Untreated,R1,14867.221637919216,18233186.95874785,6072.076923076923,105097.7370083772,35
CoV-FISH-06B_R1_48h_INF_00005_7,1045.502,gRNA,402363.718,34591665,48,Untreated,R1,14867.221637919216,19047955.043112185,6072.076923076923,109794.13386138369,35
CoV-FISH-06B_R1_48h_INF_00005_9,907.526,gRNA,168112.963,14452862,48,Untreated,R1,14867.221637919216,960471.8158257268,6072.076923076923,5536.246325559696,35
CoV-FISH-06B_R1_48h_INF_00005_11,1062.612,gRNA,200515.339,17238531,48,Untreated,R1,14867.221637919216,1440442.8808873857,6072.076923076923,8302.842910216508,35
CoV-FISH-06B_R1_48h_INF_00005_13,711.576,gRNA,187763.524,16142243,48,Untreated,R1,14867.221637919216,5563084.895775996,6072.076923076923,32066.12396693665,35
CoV-FISH-06B_R1_48h_INF_00005_15,1246.628,gRNA,238856.941,20534802,48,Untreated,R1,14867.221637919216,2000907.223964043,6072.076923076923,11533.41002196232,35
CoV-FISH-06B_R1_48h_INF_00005_17,469.541,gRNA,422829.366,36351120,48,Untreated,R1,14867.221637919216,29370349.88490977,6072.076923076923,169293.35036337771,35
CoV-FISH-06B_R1_48h_INF_00005_19,189.145,gRNA,56425.021,4850923,48,Untreated,R1,14867.221637919216,2038862.3632957696,6072.076923076923,11752.186874337449,35
CoV-FISH-06B_R1_48h_INF_00005_21,817.519,gRNA,986677.927,84825820,48,Untreated,R1,14867.221637919216,72671583.83378991,6072.076923076923,418885.5751342769,35
CoV-FISH-06B_R1_48h_INF_00005_25,1231.413,gRNA,241065.182,20724647,48,Untreated,R1,14867.221637919216,2416957.001184985,6072.076923076923,13931.558528182832,35
CoV-FISH-06B_R1_48h_INF_00005_27,337.613,gRNA,73025.523,6278087,48,Untreated,R1,14867.221637919216,1258719.7011571797,6072.076923076923,7255.374083465508,35
CoV-FISH-06B_R1_48h_INF_00005_29,871.153,gRNA,206578.572,17759794,48,Untreated,R1,14867.221637919216,4808169.26846176,6072.076923076923,27714.72208406832,35
CoV-FISH-06B_R1_48h_INF_00005_31,1148.199,gRNA,284620.685,24469163,48,Untreated,R1,14867.221637919216,7398633.982562792,6072.076923076923,42646.39474601354,35
CoV-FISH-06B_R1_48h_INF_00005_33,225.622,gRNA,222278.237,19109512,48,Untreated,R1,14867.221637919216,15755139.719609393,6072.076923076923,90814.04882909505,35
CoV-FISH-06B_R1_48h_INF_00005_35,1291.038,gRNA,226658.067,19486051,48,Untreated,R1,14867.221637919216,291902.91102405265,6072.076923076923,1682.5547527261483,35
CoV-FISH-06B_R1_48h_INF_00005_37,1030.125,gRNA,1957398.753,168279790,48,Untreated,R1,14867.221637919216,152964693.31023848,6072.076923076923,881702.3126817399,35
CoV-FISH-06B_R1_48h_INF_00005_41,340.172,gRNA,1814982.637,156036115,48,Untreated,R1,14867.221637919216,150978702.48098573,6072.076923076923,870254.8821065978,35
CoV-FISH-06B_R1_48h_INF_00005_43,905.222,gRNA,170896.571,14692172,48,Untreated,R1,14867.221637919216,1234035.894479493,6072.076923076923,7113.094391580239,35
CoV-FISH-06B_R1_48h_INF_00005_2,367.274,ORFN,1415057.959,121654137,48,Untreated,R1,11486.03286208993,117435615.7666088,6520.384615384615,630368.7273498143,35
CoV-FISH-06B_R1_48h_INF_00005_4,884.704,ORFN,257036.019,22097678,48,Untreated,R1,11486.03286208993,11935938.78277759,6520.384615384615,64069.51154561203,35
CoV-FISH-06B_R1_48h_INF_00005_6,213.188,ORFN,2270691.888,195213956,48,Untreated,R1,11486.03286208993,192765271.62619677,6520.384615384615,1034721.8614984904,35
CoV-FISH-06B_R1_48h_INF_00005_8,926.951,ORFN,2524041.903,216994744,48,Untreated,R1,11486.03286208993,206347754.35245287,6520.384615384615,1107629.6611852304,35
CoV-FISH-06B_R1_48h_INF_00005_10,1301.949,ORFN,243241.064,20911710,48,Untreated,R1,11486.03286208993,5957481.001234876,6520.384615384615,31978.456386030422,35
CoV-FISH-06B_R1_48h_INF_00005_12,1326.247,ORFN,618162.768,53144154,48,Untreated,R1,11486.03286208993,37910837.37475181,6520.384615384615,203497.09202515276,35
CoV-FISH-06B_R1_48h_INF_00005_16,1195.32,ORFN,4813129.943,413790238,48,Untreated,R1,11486.03286208993,400060753.19928664,6520.384615384615,2147438.715338588,35
CoV-FISH-06B_R1_48h_INF_00005_18,1230.273,ORFN,368860.88,31711388,48,Untreated,R1,11486.03286208993,17580431.892658036,6520.384615384615,94367.91731445062,35
CoV-FISH-06B_R1_48h_INF_00005_20,1375.52,ORFN,1687133.421,145044773,48,Untreated,R1,11486.03286208993,129245505.07753806,6520.384615384615,693761.6328706401,35
CoV-FISH-06B_R1_48h_INF_00005_22,1220.654,ORFN,662959.676,56995395,48,Untreated,R1,11486.03286208993,42974923.04275848,6520.384615384615,230679.9974571475,35
CoV-FISH-06B_R1_48h_INF_00005_24,977.654,ORFN,687805.853,59131449,48,Untreated,R1,11486.03286208993,47902083.02824633,6520.384615384615,257127.91574178115,35
CoV-FISH-06B_R1_48h_INF_00005_26,365.402,ORFN,1824208.199,156829247,48,Untreated,R1,11486.03286208993,152632227.6201266,6520.384615384615,819296.4497983556,35
CoV-FISH-06B_R1_48h_INF_00005_28,180.7,ORFN,3911365.529,336264529,48,Untreated,R1,11486.03286208993,334189002.86182034,6520.384615384615,1793853.5516088982,35
CoV-FISH-06B_R1_48h_INF_00005_30,1404.588,ORFN,352616.159,30314811,48,Untreated,R1,11486.03286208993,14181667.074302828,6520.384615384615,76124.09035342165,35
CoV-FISH-06B_R1_48h_INF_00005_32,190.285,ORFN,724855.929,62316686,48,Untreated,R1,11486.03286208993,60131066.236837216,6520.384615384615,322770.4257389363,35
CoV-FISH-06B_R1_48h_INF_00005_34,1030.59,ORFN,284796.942,24484316,48,Untreated,R1,11486.03286208993,12646925.392658738,6520.384615384615,67885.93232654664,35
CoV-FISH-06B_R1_48h_INF_00005_36,651.8,ORFN,175735.277,15108161,48,Untreated,R1,11486.03286208993,7621564.780489784,6520.384615384615,40910.89453339057,35
CoV-FISH-06B_R1_48h_INF_00005_38,930.149,ORFN,169589.016,14579760,48,Untreated,R1,11486.03286208993,3896038.0193599127,6520.384615384615,20913.080856588927,35
CoV-FISH-06B_R1_48h_INF_00005_40,852.6,ORFN,273179.81,23485578,48,Untreated,R1,11486.03286208993,13692586.381782124,6520.384615384615,73498.81205345209,35
CoV-FISH-06B_R1_48h_INF_00005_42,1191.365,ORFN,1206458.22,103720581,48,Untreated,R1,11486.03286208993,90036523.45925623,6520.384615384615,483296.3861730854,35
CoV-FISH-06B_R1_48h_INF_00005_44,786.718,ORFN,178402.742,15337486,48,Untreated,R1,11486.03286208993,6301217.198802333,6520.384615384615,33823.55719288694,35
CoV-FISH-06B_R1_48h_INF_00006_1,406.171,gRNA,287730.625,24736528,48,Untreated,R1,14867.221637919216,18697893.720104713,6072.076923076923,107776.3487673416,35
CoV-FISH-06B_R1_48h_INF_00006_3,479.684,gRNA,265390.254,22815901,48,Untreated,R1,14867.221637919216,15684332.65583636,6072.076923076923,90405.91051605131,35
CoV-FISH-06B_R1_48h_INF_00006_5,1075.291,gRNA,197005.033,16936746,48,Untreated,R1,14867.221637919216,950156.37774021,6072.076923076923,5476.787208429451,35
CoV-FISH-06B_R1_48h_INF_00006_7,1125.82,gRNA,245865.293,21137318,48,Untreated,R1,14867.221637919216,4399502.53559779,6072.076923076923,25359.13011258338,35
CoV-FISH-06B_R1_48h_INF_00006_9,1120.074,gRNA,209019.426,17969637,48,Untreated,R1,14867.221637919216,1317248.5911292713,6072.076923076923,7592.739893381031,35
CoV-FISH-06B_R1_48h_INF_00006_11,547.626,gRNA,588299.046,50576736,48,Untreated,R1,14867.221637919216,42435058.88331285,6072.076923076923,244599.5134335907,35
CoV-FISH-06B_R1_48h_INF_00006_13,1765.092,gRNA,335489.434,28842407,48,Untreated,R1,14867.221637919216,2600393.024681892,6072.076923076923,14988.900341161445,35
CoV-FISH-06B_R1_48h_INF_00006_17,625.175,gRNA,170071.492,14621239,48,Untreated,R1,14867.221637919216,5326623.712513855,6072.076923076923,30703.140342219795,35
CoV-FISH-06B_R1_48h_INF_00006_19,753.264,gRNA,150876.84,12971053,48,Untreated,R1,14867.221637919216,1772110.1601344198,6072.076923076923,10214.603074111774,35
CoV-FISH-06B_R1_48h_INF_00006_25,418.71,gRNA,101539.175,8729438,48,Untreated,R1,14867.221637919216,2504383.6279868456,6072.076923076923,14435.49350411106,35
CoV-FISH-06B_R1_48h_INF_00006_27,429.877,gRNA,78744.001,6769711,48,Untreated,R1,14867.221637919216,378634.3639562009,6072.076923076923,2182.4826836600255,35
CoV-FISH-06B_R1_48h_INF_00006_29,752.38,gRNA,462637.263,39773450,48,Untreated,R1,14867.221637919216,28587649.78406234,6072.076923076923,164781.79626472204,35
CoV-FISH-06B_R1_48h_INF_00006_31,613.543,gRNA,1046787.196,89993482,48,Untreated,R1,14867.221637919216,80871802.23460613,6072.076923076923,466152.37489068235,35
CoV-FISH-06B_R1_48h_INF_00006_33,696.222,gRNA,234278.241,20141166,48,Untreated,R1,14867.221637919216,9790279.216804609,6072.076923076923,56432.05396260432,35
CoV-FISH-06B_R1_48h_INF_00006_35,1658.51,gRNA,330464.445,28410403,48,Untreated,R1,14867.221637919216,3752967.2412946,6072.076923076923,21632.442261411543,35
CoV-FISH-06B_R1_48h_INF_00006_1,406.171,ORFN,1046414.838,89961470,48,Untreated,R1,11486.03286208993,85296176.54637207,6520.384615384615,457851.239646072,35
CoV-FISH-06B_R1_48h_INF_00006_3,479.684,ORFN,1135334.115,97605961,48,Untreated,R1,11486.03286208993,92096294.81258126,6520.384615384615,494352.78876569896,35
CoV-FISH-06B_R1_48h_INF_00006_5,1075.291,ORFN,240118.899,20643294,48,Untreated,R1,11486.03286208993,8292466.237690456,6520.384615384615,44512.14697279723,35
CoV-FISH-06B_R1_48h_INF_00006_7,1125.82,ORFN,355119.977,30530067,48,Untreated,R1,11486.03286208993,17598861.483201914,6520.384615384615,94466.8433298752,35
CoV-FISH-06B_R1_48h_INF_00006_9,1120.074,ORFN,270680.297,23270692,48,Untreated,R1,11486.03286208993,10405485.228027482,6520.384615384615,55854.37124700648,35
CoV-FISH-06B_R1_48h_INF_00006_11,547.626,ORFN,4664705.019,401029979,48,Untreated,R1,11486.03286208993,394739928.7678651,6520.384615384615,2118877.6923185117,35
CoV-FISH-06B_R1_48h_INF_00006_13,1765.092,ORFN,444681.434,38229767,48,Untreated,R1,11486.03286208993,17955862.28338796,6520.384615384615,96383.14562545298,35
CoV-FISH-06B_R1_48h_INF_00006_15,553.616,ORFN,105003.338,9027256,48,Untreated,R1,11486.03286208993,2668404.431021221,6520.384615384615,14323.411975634466,35
CoV-FISH-06B_R1_48h_INF_00006_17,625.175,ORFN,217579.136,18705525,48,Untreated,R1,11486.03286208993,11524744.405442929,6520.384615384615,61862.30996846025,35
CoV-FISH-06B_R1_48h_INF_00006_19,753.264,ORFN,203040.582,17455629,48,Untreated,R1,11486.03286208993,8803613.94217069,6520.384615384615,47255.87617162348,35
CoV-FISH-06B_R1_48h_INF_00006_25,418.71,ORFN,161767.484,13907334,48,Untreated,R1,11486.03286208993,9098017.180314325,6520.384615384615,48836.16843087381,35
CoV-FISH-06B_R1_48h_INF_00006_27,429.877,ORFN,136184.153,11707906,48,Untreated,R1,11486.03286208993,6770324.651343367,6520.384615384615,36341.623504527015,35
CoV-FISH-06B_R1_48h_INF_00006_29,752.38,ORFN,1797739.14,154553672,48,Untreated,R1,11486.03286208993,145911810.59522077,6520.384615384615,783222.7195284073,35
CoV-FISH-06B_R1_48h_INF_00006_31,613.543,ORFN,6218400.942,534602979,48,Untreated,R1,11486.03286208993,527555803.9396947,6520.384615384615,2831804.291777987,35
CoV-FISH-06B_R1_48h_INF_00006_33,696.222,ORFN,523537.728,45009132,48,Untreated,R1,11486.03286208993,37012303.22869003,6520.384615384615,198673.9570465872,35
CoV-FISH-06B_R1_48h_INF_00006_35,1658.51,ORFN,488366.69,41985438,48,Untreated,R1,11486.03286208993,22935737.63789523,6520.384615384615,123114.0284933915,35
CoV-FISH-06B_R1_48h_INF_00007_5,907.084,gRNA,5421165.416,466063737,48,Untreated,R1,14867.221637919216,452577918.1277897,6072.076923076923,2608700.010744572,35
CoV-FISH-06B_R1_48h_INF_00007_9,1275.312,gRNA,490673.894,42183791,48,Untreated,R1,14867.221637919216,23223444.83850197,6072.076923076923,133862.03429973772,35
CoV-FISH-06B_R1_48h_INF_00007_11,431.552,gRNA,288082.522,24766781,48,Untreated,R1,14867.221637919216,18350801.767712686,6072.076923076923,105775.67939381117,35
CoV-FISH-06B_R1_48h_INF_00007_13,726.918,gRNA,129404.621,11125062,48,Untreated,R1,14867.221637919216,317810.98140703887,6072.076923076923,1831.8912112216412,35
CoV-FISH-06B_R1_48h_INF_00007_15,516.522,gRNA,208531.46,17927686,48,Untreated,R1,14867.221637919216,10248438.94513869,6072.076923076923,59072.92803169748,35
CoV-FISH-06B_R1_48h_INF_00007_17,164.974,gRNA,42674.347,3668762,48,Untreated,R1,14867.221637919216,1216056.977505915,6072.076923076923,7009.46228973981,35
CoV-FISH-06B_R1_48h_INF_00007_19,1318.175,gRNA,360627.232,31003532,48,Untreated,R1,14867.221637919216,11405932.11743584,6072.076923076923,65744.82325694298,35
CoV-FISH-06B_R1_48h_INF_00007_21,1097.81,gRNA,673881.482,57934355,48,Untreated,R1,14867.221637919216,41612970.413675904,6072.076923076923,239860.92121847215,35
CoV-FISH-06B_R1_48h_INF_00007_23,450.488,gRNA,194468.693,16718694,48,Untreated,R1,14867.221637919216,10021189.05877705,6072.076923076923,57763.0391545607,35
CoV-FISH-06B_R1_48h_INF_00007_25,851.832,gRNA,194780.204,16745475,48,Untreated,R1,14867.221637919216,4081099.857727999,6072.076923076923,23523.828309490345,35
CoV-FISH-06B_R1_48h_INF_00007_27,423.991,gRNA,90847.272,7810243,48,Untreated,R1,14867.221637919216,1506674.830516994,6072.076923076923,8684.609851973502,35
CoV-FISH-06B_R1_48h_INF_00007_29,466.598,gRNA,107519.368,9243562,48,Untreated,R1,14867.221637919216,2306546.1181901693,6072.076923076923,13295.14022291862,35
CoV-FISH-06B_R1_48h_INF_00007_31,951.924,gRNA,278282.57,23924268,48,Untreated,R1,14867.221637919216,9771802.909545388,6072.076923076923,56325.55485821797,35
