cell_id,Area,Channel,IntDen,RawIntDen,time,condition,repeat_exp,mock_bg_den,sub_RawIntDen,sm_mean_int,RNA_count,ImgeJ_cal_factor
CoV-FISH-06B_R1_28h_RDV_00019_16,1130.926,ORFN,890401.6,76548835,28,RDV,R1,11254.15536571694,63821218.0888712,5343.363636363636,418040.5424607485,35
CoV-FISH-06B_R1_28h_RDV_00019_18,1133.136,ORFN,10097934.182,868130850,28,RDV,R1,11254.15536571694,855378361.4055129,5343.363636363636,5602883.256054622,35
CoV-FISH-06B_R1_28h_RDV_00019_20,1102.405,ORFN,1130934.766,97227744,28,RDV,R1,11254.15536571694,84821106.85405682,5343.363636363636,555593.6189123617,35
CoV-FISH-06B_R1_28h_RDV_00019_24,1526.919,ORFN,2360214.495,202910316,28,RDV,R1,11254.15536571694,185726132.34313485,5343.363636363636,1216539.819182791,35
CoV-FISH-06B_R1_28h_RDV_00019_26,1282.372,ORFN,714283.915,61407798,28,RDV,R1,11254.15536571694,46975784.27535483,5343.363636363636,307699.89870207076,35
CoV-FISH-06B_R1_28h_RDV_00019_28,551.976,ORFN,98333.983,8453884,28,RDV,R1,11254.15536571694,2241860.3378530256,5343.363636363636,14684.591423063695,35
CoV-FISH-06B_R1_28h_RDV_00020_1,389.177,gRNA,719879.526,61888859,28,RDV,R1,15193.41758147315,55975930.32589503,5234.454545454545,374281.1298471593,35
CoV-FISH-06B_R1_28h_RDV_00020_3,901.756,gRNA,183819.479,15803169,28,RDV,R1,15193.41758147315,2102413.5354010984,5234.454545454545,14057.715679838537,35
CoV-FISH-06B_R1_28h_RDV_00020_5,905.443,gRNA,563285.604,48426302,28,RDV,R1,15193.41758147315,34669528.404778205,5234.454545454545,231816.60737143073,35
CoV-FISH-06B_R1_28h_RDV_00020_7,763.524,gRNA,1326039.8,114001145,28,RDV,R1,15193.41758147315,102400606.0345233,5234.454545454545,684698.1247206702,35
CoV-FISH-06B_R1_28h_RDV_00020_11,536.727,gRNA,1825992.53,156982648,28,RDV,R1,15193.41758147315,148827930.56174865,5234.454545454545,995132.8308284832,35
CoV-FISH-06B_R1_28h_RDV_00020_13,902.617,gRNA,322393.771,27716558,28,RDV,R1,15193.41758147315,14002721.00286345,5234.454545454545,93628.71161538803,35
CoV-FISH-06B_R1_28h_RDV_00020_15,727.698,gRNA,129154.537,11103562,28,RDV,R1,15193.41758147315,47342.41279715299,5234.454545454545,316.55341230142767,35
CoV-FISH-06B_R1_28h_RDV_00020_17,628.246,gRNA,288621.772,24813141,28,RDV,R1,15193.41758147315,15267937.17810982,5234.454545454545,102088.5359865972,35
CoV-FISH-06B_R1_28h_RDV_00020_2,540.856,ORFN,4585866.638,394252154,28,RDV,R1,11254.15536571694,388165276.54551977,5343.363636363636,2542552.894329842,35
CoV-FISH-06B_R1_28h_RDV_00020_4,287.818,ORFN,5114688.628,439715580,28,RDV,R1,11254.15536571694,436476431.5109501,5343.363636363636,2858999.713012161,35
CoV-FISH-06B_R1_28h_RDV_00020_8,1010.386,ORFN,263050.655,22614763,28,RDV,R1,11254.15536571694,11243721.976654723,5343.363636363636,73648.41623444662,35
CoV-FISH-06B_R1_28h_RDV_00020_10,931.033,ORFN,6837815.596,587854759,28,RDV,R1,11254.15536571694,577376768.9673904,5343.363636363636,3781922.4535523304,35
CoV-FISH-06B_R1_28h_RDV_00020_12,1216.955,ORFN,13877361.345,1193052488,28,RDV,R1,11254.15536571694,1179356687.356914,5343.363636363636,7724999.993746056,35
CoV-FISH-06B_R1_28h_RDV_00020_14,559.257,ORFN,8100822.052,696436856,28,RDV,R1,11254.15536571694,690142890.8326353,5343.363636363636,4520560.984238131,35
CoV-FISH-06B_R1_28h_RDV_00020_16,620.069,ORFN,6988506.908,600809862,28,RDV,R1,11254.15536571694,593831509.1365353,5343.363636363636,3889703.9831492943,35
CoV-FISH-06B_R1_28h_RDV_00020_18,526.13,ORFN,1847989.251,158873731,28,RDV,R1,11254.15536571694,152952582.23743534,5343.363636363636,1001867.1276419793,35
CoV-FISH-06B_R1_32h_RDV_00001_1,317.258,gRNA,92168.902,7923865,32,RDV,R1,13927.937200648128,3505115.4995967764,5419.631578947368,22636.04835473237,35
CoV-FISH-06B_R1_32h_RDV_00001_3,433.832,gRNA,3013368.182,259062679,32,RDV,R1,13927.937200648128,253020294.1483684,5419.631578947368,1634005.9589277285,35
CoV-FISH-06B_R1_32h_RDV_00001_5,510.264,gRNA,1392702.408,119732205,32,RDV,R1,13927.937200648128,112625280.05224848,5419.631578947368,727334.4588848071,35
CoV-FISH-06B_R1_32h_RDV_00001_11,401.472,gRNA,182130.714,15657984,32,RDV,R1,13927.937200648128,10066307.196181394,5419.631578947368,65008.24765191485,35
CoV-FISH-06B_R1_32h_RDV_00001_13,380.628,gRNA,2603248.524,223804227,32,RDV,R1,13927.937200648128,218502864.1191917,5419.631578947368,1411092.2731129762,35
CoV-FISH-06B_R1_32h_RDV_00001_15,389.445,gRNA,4455863.572,383075643,32,RDV,R1,13927.937200648128,377651477.4968936,5419.631578947368,2438874.58397283,35
CoV-FISH-06B_R1_32h_RDV_00001_17,771.747,gRNA,1181497.819,101574707,32,RDV,R1,13927.937200648128,90825863.24921142,5419.631578947368,586553.7476884775,35
CoV-FISH-06B_R1_32h_RDV_00001_19,188.261,gRNA,1314316.679,112993295,32,RDV,R1,13927.937200648128,110371207.6146688,5419.631578947368,712777.6510712007,35
CoV-FISH-06B_R1_32h_RDV_00001_21,825.335,gRNA,4188284.06,360071529,32,RDV,R1,13927.937200648128,348576314.95050305,5419.631578947368,2251107.080905524,35
CoV-FISH-06B_R1_32h_RDV_00001_23,197.857,gRNA,3255429.396,279872956,32,RDV,R1,13927.937200648128,277117216.12929136,5419.631578947368,1789623.9667289364,35
CoV-FISH-06B_R1_32h_RDV_00001_25,975.467,gRNA,186325.436,16018609,32,RDV,R1,13927.937200648128,2432365.882695373,5419.631578947368,15708.227515877204,35
CoV-FISH-06B_R1_32h_INF_00001_2,631.468,ORFN,152998.587,13153462,32,Untreated,R1,10907.263580787285,6265874.081167416,5871.263157894737,37352.36982964601,35
CoV-FISH-06B_R1_32h_INF_00001_4,836.095,ORFN,176878.196,15206419,32,Untreated,R1,10907.263580787285,6086910.456421655,5871.263157894737,36285.524979116846,35
CoV-FISH-06B_R1_32h_INF_00001_6,546.986,ORFN,6814782.492,585874577,32,Untreated,R1,10907.263580787285,579908456.5229995,5871.263157894737,3456972.619429108,35
CoV-FISH-06B_R1_32h_INF_00001_8,640.285,ORFN,1202798.783,103405975,32,Untreated,R1,10907.263580787285,96422217.73817562,5871.263157894737,574795.836956871,35
CoV-FISH-06B_R1_32h_INF_00001_10,697.851,ORFN,2118866.486,182161354,32,Untreated,R1,10907.263580787285,174549709.20288402,5871.263157894737,1040532.447244544,35
CoV-FISH-06B_R1_32h_INF_00001_12,180.072,ORFN,2701096.111,232216295,32,Untreated,R1,10907.263580787285,230252202.23248047,5871.263157894737,1372588.2934238084,35
CoV-FISH-06B_R1_32h_INF_00001_14,848.122,ORFN,1622055.008,139449908,32,Untreated,R1,10907.263580787285,130199217.79733552,5871.263157894737,776148.5902363709,35
CoV-FISH-06B_R1_32h_INF_00001_18,718.474,ORFN,6493171.589,558225323,32,Untreated,R1,10907.263580787285,550388737.7060574,5871.263157894737,3280998.5350102033,35
CoV-FISH-06B_R1_32h_INF_00001_20,1896.776,ORFN,631366.421,54279287,32,Untreated,R1,10907.263580787285,33590651.214288615,5871.263157894737,200241.88337040297,35
CoV-FISH-06B_R1_32h_INF_00001_22,180.305,ORFN,2564638.855,220484910,32,Untreated,R1,10907.263580787285,218518275.8400661,5871.263157894737,1302639.5596181576,35
CoV-FISH-06B_R1_32h_INF_00001_24,1111.908,ORFN,1565468.747,134585123,32,Untreated,R1,10907.263580787285,122457249.36641398,5871.263157894737,729996.8699344291,35
CoV-FISH-06B_R1_32h_INF_00001_26,686.498,ORFN,192106.4,16515605,32,Untreated,R1,10907.263580787285,9027790.366316693,5871.263157894737,53816.81153164029,35
CoV-FISH-06B_R1_32h_RDV_00002_3,325.807,gRNA,185951.032,15986421,32,RDV,R1,13927.937200648128,11448601.564468436,5419.631578947368,73935.1095954426,35
CoV-FISH-06B_R1_32h_RDV_00002_5,210.896,gRNA,2156883.979,185429761,32,RDV,R1,13927.937200648128,182492414.75613213,5419.631578947368,1178536.6631333248,35
CoV-FISH-06B_R1_32h_RDV_00002_7,692.872,gRNA,429132.587,36893015,32,RDV,R1,13927.937200648128,27242737.29591253,5419.631578947368,175933.69428667548,35
CoV-FISH-06B_R1_32h_RDV_00002_9,556.571,gRNA,379436.266,32620566,32,RDV,R1,13927.937200648128,24868680.06429807,5419.631578947368,160602.02424672697,35
CoV-FISH-06B_R1_32h_RDV_00002_11,680.345,gRNA,508484.326,43714974,32,RDV,R1,13927.937200648128,34239171.56522505,5419.631578947368,221116.6916655304,35
CoV-FISH-06B_R1_32h_RDV_00002_13,848.855,gRNA,420097.089,36116223,32,RDV,R1,13927.937200648128,24293423.86754383,5419.631578947368,156887.01768343785,35
CoV-FISH-06B_R1_32h_RDV_00002_15,1107.639,gRNA,326554.133,28074229,32,RDV,R1,13927.937200648128,12647102.56701131,5419.631578947368,81675.03332973228,35
CoV-FISH-06B_R1_32h_RDV_00002_17,1471.029,gRNA,299546.37,25752341,32,RDV,R1,13927.937200648128,5263941.467667785,5419.631578947368,33994.55270798245,35
CoV-FISH-06B_R1_32h_RDV_00002_19,562.596,gRNA,1889175.273,162414540,32,RDV,R1,13927.937200648128,154578738.24266416,5419.631578947368,998270.0409949372,35
CoV-FISH-06B_R1_32h_RDV_00002_21,1232.181,gRNA,4627266.057,397811309,32,RDV,R1,13927.937200648128,380649569.4121682,5419.631578947368,2458236.272217881,35
CoV-FISH-06B_R1_32h_RDV_00002_23,509.101,gRNA,3759147.053,323178134,32,RDV,R1,13927.937200648128,316087407.2432128,5419.631578947368,2041293.5994555517,35
CoV-FISH-06B_R1_32h_RDV_00002_25,331.46,gRNA,158649.658,13639291,32,RDV,R1,13927.937200648128,9022736.935473172,5419.631578947368,58268.86719906829,35
CoV-FISH-06B_R1_32h_RDV_00002_27,472.124,gRNA,1217076.505,104633447,32,RDV,R1,13927.937200648128,98057733.5770812,5419.631578947368,633257.1919703126,35
CoV-FISH-06B_R1_32h_RDV_00002_29,1761.603,gRNA,8158469.03,701392832,32,RDV,R1,13927.937200648128,676857336.0435266,5419.631578947368,4371147.081943278,35
CoV-FISH-06B_R1_32h_RDV_00002_31,1089.866,gRNA,292169.533,25118146,32,RDV,R1,13927.937200648128,9938560.794878429,5419.631578947368,64183.26093824746,35
CoV-FISH-06B_R1_32h_RDV_00002_35,573.472,gRNA,2811357.842,241695621,32,RDV,R1,13927.937200648128,233708338.9976699,5419.631578947368,1509289.2839234604,35
CoV-FISH-06B_R1_32h_RDV_00002_41,1062.485,gRNA,2253638.897,193747891,32,RDV,R1,13927.937200648128,178949666.64336938,5419.631578947368,1155657.583229008,35
CoV-FISH-06B_R1_32h_RDV_00002_43,1308.055,gRNA,400777.476,34455294,32,RDV,R1,13927.937200648128,16236786.10500621,5419.631578947368,104857.22237702242,35
CoV-FISH-06B_R1_32h_RDV_00002_45,757.871,gRNA,4341237.236,373221087,32,RDV,R1,13927.937200648128,362665507.3058076,5419.631578947368,2342095.1352137164,35
CoV-FISH-06B_R1_32h_RDV_00002_47,483.127,gRNA,1774099.693,152521362,32,RDV,R1,13927.937200648128,145792399.48406246,5419.631578947368,941527.834062342,35
CoV-FISH-06B_R1_32h_RDV_00002_49,273.743,gRNA,67328.971,5788348,32,RDV,R1,13927.937200648128,1975672.6868829797,5419.631578947368,12758.90123408254,35
CoV-FISH-06B_R1_32h_INF_00002_2,1170.474,ORFN,583058.008,50126158,32,Untreated,R1,10907.263580787285,37359489.567541584,5871.263157894737,222708.82767462533,35
CoV-FISH-06B_R1_32h_INF_00002_4,416.977,ORFN,3927863.741,337682899,32,Untreated,R1,10907.263580787285,333134820.95387405,5871.263157894737,1985896.121468762,35
CoV-FISH-06B_R1_32h_INF_00002_6,1029.753,ORFN,377444.202,32449306,32,Untreated,R1,10907.263580787285,21217518.605893552,5871.263157894737,126482.688858483,35
CoV-FISH-06B_R1_32h_INF_00002_8,1420.081,ORFN,336662.816,28943284,32,Untreated,R1,10907.263580787285,13454086.226932012,5871.263157894737,80203.0168430517,35
CoV-FISH-06B_R1_32h_INF_00002_10,829.441,ORFN,2137756.617,183785360,32,Untreated,R1,10907.263580787285,174738428.3882882,5871.263157894737,1041657.4473188918,35
CoV-FISH-06B_R1_32h_INF_00002_12,723.592,ORFN,254021.112,21838483,32,Untreated,R1,10907.263580787285,13946074.331050966,5871.263157894737,83135.87527250384,35
CoV-FISH-06B_R1_32h_INF_00002_14,867.698,ORFN,4732082.053,406822459,32,Untreated,R1,10907.263580787285,397358248.205478,5871.263157894737,2368747.2888165633,35
CoV-FISH-06B_R1_32h_INF_00002_16,464.307,ORFN,1434543.767,123329354,32,Untreated,R1,10907.263580787285,118265035.1685954,5871.263157894737,705006.0812442041,35
CoV-FISH-06B_R1_32h_INF_00002_18,1090.645,ORFN,5556736.863,477718968,32,Untreated,R1,10907.263580787285,465823015.51193225,5871.263157894737,2776882.095805036,35
CoV-FISH-06B_R1_32h_INF_00002_20,332.891,ORFN,4753049.102,408625020,32,Untreated,R1,10907.263580787285,404994090.11932814,5871.263157894737,2414266.363638715,35
CoV-FISH-06B_R1_32h_INF_00002_22,294.866,ORFN,5501223.532,472946424,32,Untreated,R1,10907.263580787285,469730242.8169876,5871.263157894737,2800174.009657177,35
CoV-FISH-06B_R1_32h_INF_00002_24,223.447,ORFN,560869.13,48218555,32,Untreated,R1,10907.263580787285,45781359.67466383,5871.263157894737,272913.60402721056,35
CoV-FISH-06B_R1_32h_INF_00002_26,1070.278,ORFN,15870586.612,1364412324,32,Untreated,R1,10907.263580787285,1352738519.749282,5871.263157894737,8063996.948861292,35
CoV-FISH-06B_R1_32h_INF_00002_28,970.058,ORFN,2107686.582,181200205,32,Untreated,R1,10907.263580787285,170619526.70534864,5871.263157894737,1017103.6920151392,35
CoV-FISH-06B_R1_32h_INF_00002_30,183.922,ORFN,2327727.812,200117399,32,Untreated,R1,10907.263580787285,198111313.26769444,5871.263157894737,1180988.7885958082,35
CoV-FISH-06B_R1_32h_INF_00002_34,194.263,ORFN,3186667.177,273961390,32,Untreated,R1,10907.263580787285,271842512.25500554,5871.263157894737,1620518.050895339,35
CoV-FISH-06B_R1_32h_INF_00002_36,1315.639,ORFN,31677868.045,2723382230,32,Untreated,R1,10907.263580787285,2709032208.6498365,5871.263157894737,16149187.108952986,35
CoV-FISH-06B_R1_32h_INF_00002_40,766.35,ORFN,15015799.99,1290925349,32,Untreated,R1,10907.263580787285,1282566567.5548637,5871.263157894737,7645685.205586392,35
CoV-FISH-06B_R1_32h_INF_00002_42,559.781,ORFN,11984504.569,1030321445,32,Untreated,R1,10907.263580787285,1024215766.0854832,5871.263157894737,6105594.4605020555,35
CoV-FISH-06B_R1_32h_INF_00002_44,402.496,ORFN,180435.343,15512231,32,Untreated,R1,10907.263580787285,11122101.03778744,5871.263157894737,66301.4969443377,35
CoV-FISH-06B_R1_32h_INF_00002_46,991.728,ORFN,459584.564,39511006,32,Untreated,R1,10907.263580787285,28693967.30355299,5871.263157894737,171051.58270311003,35
CoV-FISH-06B_R1_32h_INF_00002_48,829.046,ORFN,458157.469,39388317,32,Untreated,R1,10907.263580787285,30345693.757402625,5871.263157894737,180897.9180367602,35
CoV-FISH-06B_R1_32h_INF_00002_50,236.754,ORFN,2393870.292,205803743,32,Untreated,R1,10907.263580787285,203221404.71819428,5871.263157894737,1211451.2625060435,35
CoV-FISH-06B_R1_32h_RDV_00003_3,530.097,gRNA,110824.268,9527688,32,RDV,R1,13927.937200648128,2144530.27374803,5419.631578947368,13849.384130232584,35
CoV-FISH-06B_R1_32h_RDV_00003_5,784.508,gRNA,610947.207,52523824,32,RDV,R1,13927.937200648128,41597245.84259394,5419.631578947368,268635.16150180117,35
CoV-FISH-06B_R1_32h_RDV_00003_7,873.828,gRNA,3483132.198,299448824,32,RDV,R1,13927.937200648128,287278202.491832,5419.631578947368,1855243.65277372,35
CoV-FISH-06B_R1_32h_RDV_00003_9,583.056,gRNA,3538569.352,304214819,32,RDV,R1,13927.937200648128,296094051.6475389,5419.631578947368,1912176.4379557103,35
CoV-FISH-06B_R1_32h_RDV_00003_11,402.333,gRNA,476171.189,40936977,32,RDV,R1,13927.937200648128,35333308.242251635,5419.631578947368,228182.63021469064,35
CoV-FISH-06B_R1_32h_RDV_00003_13,580.765,gRNA,464609.937,39943043,32,RDV,R1,13927.937200648128,31854184.55166559,5419.631578947368,205714.43705493305,35
CoV-FISH-06B_R1_32h_RDV_00003_15,1742.818,gRNA,4330581.683,372305017,32,RDV,R1,13927.937200648128,348031157.34384084,5419.631578947368,2247586.4511440294,35
CoV-FISH-06B_R1_32h_RDV_00003_17,621.744,gRNA,159674.316,13727382,32,RDV,R1,13927.937200648128,5067770.61312023,5419.631578947368,32727.680632058433,35
CoV-FISH-06B_R1_32h_RDV_00003_19,194.135,gRNA,648019.336,55710957,32,RDV,R1,13927.937200648128,53007056.911552176,5419.631578947368,342319.76193936466,35
CoV-FISH-06B_R1_32h_RDV_00003_21,869.338,gRNA,966362.922,83079316,32,RDV,R1,13927.937200648128,70971230.92986296,5419.631578947368,458332.4616002144,35
CoV-FISH-06B_R1_32h_RDV_00003_23,1408.415,gRNA,3001325.222,258027332,32,RDV,R1,13927.937200648128,238411016.32754916,5419.631578947368,1539659.1908346866,35
CoV-FISH-06B_R1_32h_RDV_00003_25,775.935,gRNA,864084.01,74286282,32,RDV,R1,13927.937200648128,63479108.04821509,5419.631578947368,409948.30540105695,35
CoV-FISH-06B_R1_32h_RDV_00003_27,226.774,gRNA,1514464.697,130200247,32,RDV,R1,13927.937200648128,127041752.96926022,5419.631578947368,820436.0922237679,35
CoV-FISH-06B_R1_32h_RDV_00003_29,940.653,gRNA,250648.585,21548543,32,RDV,R1,13927.937200648128,8447187.088398736,5419.631578947368,54551.96424096762,35
CoV-FISH-06B_R1_32h_RDV_00003_31,230.88,gRNA,328231.893,28218468,32,RDV,R1,13927.937200648128,25002785.85911436,5419.631578947368,161468.0799463068,35
CoV-FISH-06B_R1_32h_RDV_00003_33,1165.647,gRNA,252935.259,21745131,32,RDV,R1,13927.937200648128,5510072.785876112,5419.631578947368,35584.0696358037,35
CoV-FISH-06B_R1_32h_RDV_00003_35,532.935,gRNA,477193.195,41024840,32,RDV,R1,13927.937200648128,33602154.78797259,5419.631578947368,217002.8350538663,35
CoV-FISH-06B_R1_32h_RDV_00003_37,838.246,gRNA,1000325.298,85999100,32,RDV,R1,13927.937200648128,74324062.3533055,5419.631578947368,479985.0588498749,35
CoV-FISH-06B_R1_32h_RDV_00003_39,1080.619,gRNA,226449.474,19468118,32,RDV,R1,13927.937200648128,4417324.4301728215,5419.631578947368,28527.096870683832,35
CoV-FISH-06B_R1_32h_RDV_00003_41,396.226,gRNA,337744.296,29036260,32,RDV,R1,13927.937200648128,23517649.154735994,5419.631578947368,151877.0618307657,35
CoV-FISH-06B_R1_32h_RDV_00003_45,743.819,gRNA,624354.346,53676451,32,RDV,R1,13927.937200648128,43316586.67935111,5419.631578947368,279738.67073668324,35
CoV-FISH-06B_R1_32h_RDV_00003_47,325.726,gRNA,1383315.641,118925214,32,RDV,R1,13927.937200648128,114388522.72738168,5419.631578947368,738721.4863479632,35
CoV-FISH-06B_R1_32h_RDV_00003_49,682.892,gRNA,11718595.164,1007460912,32,RDV,R1,13927.937200648128,997949635.109175,5419.631578947368,6444762.290577155,35
CoV-FISH-06B_R1_32h_RDV_00003_51,390.724,gRNA,3826453.121,328964513,32,RDV,R1,13927.937200648128,323522533.66521394,5419.631578947368,2089309.6723157263,35
CoV-FISH-06B_R1_32h_RDV_00003_53,459.201,gRNA,81997.755,7049440,32,RDV,R1,13927.937200648128,653717.3095251787,5419.631578947368,4221.708708440502,35
CoV-FISH-06B_R1_32h_INF_00003_3,530.097,ORFN,187355.201,16107139,32,Untreated,R1,10907.263580787285,10325231.297615403,5871.263157894737,61551.166367088976,35
CoV-FISH-06B_R1_32h_INF_00003_5,784.508,ORFN,937145.731,80567481,32,Untreated,R1,10907.263580787285,72010645.46276373,5871.263157894737,429272.63238196645,35
CoV-FISH-06B_R1_32h_INF_00003_7,873.828,ORFN,9435363.997,811168940,32,Untreated,R1,10907.263580787285,801637867.6797278,5871.263157894737,4778754.522536341,35
CoV-FISH-06B_R1_32h_INF_00003_9,583.056,ORFN,7517658.23,646301601,32,Untreated,R1,10907.263580787285,639942055.5256405,5871.263157894737,3814847.221296869,35
CoV-FISH-06B_R1_32h_INF_00003_11,402.333,ORFN,1098574.532,94445698,32,Untreated,R1,10907.263580787285,90057345.92175111,5871.263157894737,536853.3180160683,35
CoV-FISH-06B_R1_32h_INF_00003_13,580.765,ORFN,1744598.256,149985090,32,Untreated,R1,10907.263580787285,143650533.06650406,5871.263157894737,856335.0887393119,35
CoV-FISH-06B_R1_32h_INF_00003_15,1742.818,ORFN,9820914.781,844315178,32,Untreated,R1,10907.263580787285,825305802.7006595,5871.263157894737,4919844.728077332,35
CoV-FISH-06B_R1_32h_INF_00003_17,621.744,ORFN,260713.614,22413845,32,Untreated,R1,10907.263580787285,15632319.31222699,5871.263157894737,93187.98378033012,35
CoV-FISH-06B_R1_32h_INF_00003_19,194.135,ORFN,2313445.564,198889538,32,Untreated,R1,10907.263580787285,196772056.38474387,5871.263157894737,1173005.1588993194,35
CoV-FISH-06B_R1_32h_INF_00003_21,869.338,ORFN,3402136.267,292485512,32,Untreated,R1,10907.263580787285,283003413.29320556,5871.263157894737,1687050.8438960656,35
CoV-FISH-06B_R1_32h_INF_00003_23,1408.415,ORFN,12395828.015,1065683388,32,Untreated,R1,10907.263580787285,1050321434.3638656,5871.263157894737,6261216.575398198,35
CoV-FISH-06B_R1_32h_INF_00003_25,775.935,ORFN,5087024.609,437337273,32,Untreated,R1,10907.263580787285,428873945.4334418,5871.263157894737,2556619.876591057,35
CoV-FISH-06B_R1_32h_INF_00003_27,226.774,ORFN,4160748.073,357704229,32,Untreated,R1,10907.263580787285,355230745.2087305,5871.263157894737,2117615.1959033813,35
CoV-FISH-06B_R1_32h_INF_00003_29,940.653,ORFN,465707.2,40037376,32,Untreated,R1,10907.263580787285,29777425.7909417,5871.263157894737,177510.3371548867,35
CoV-FISH-06B_R1_32h_INF_00003_31,230.88,ORFN,471242.489,40513251,32,Untreated,R1,10907.263580787285,37994981.984467834,5871.263157894737,226497.1495389776,35
CoV-FISH-06B_R1_32h_INF_00003_33,1165.647,ORFN,339186.803,29160274,32,Untreated,R1,10907.263580787285,16446254.928846044,5871.263157894737,98040.04811734783,35
CoV-FISH-06B_R1_32h_INF_00003_35,532.935,ORFN,923932.005,79431482,32,Untreated,R1,10907.263580787285,73618619.48357312,5871.263157894737,438858.149027163,35
CoV-FISH-06B_R1_32h_INF_00003_37,838.246,ORFN,5059541.908,434974554,32,Untreated,R1,10907.263580787285,425831583.93245935,5871.263157894737,2538483.6340703648,35
CoV-FISH-06B_R1_32h_INF_00003_39,1080.619,ORFN,415258.081,35700208,32,Untreated,R1,10907.263580787285,23913611.736593224,5871.263157894737,142554.74303776195,35
CoV-FISH-06B_R1_32h_INF_00003_41,396.226,ORFN,1236033.008,106263159,32,Untreated,R1,10907.263580787285,101941417.58043896,5871.263157894737,607697.1035641206,35
CoV-FISH-06B_R1_32h_INF_00003_45,743.819,ORFN,1574987.337,135403447,32,Untreated,R1,10907.263580787285,127290417.11060238,5871.263157894737,758808.535584117,35
CoV-FISH-06B_R1_32h_INF_00003_47,325.726,ORFN,2086921.484,179415006,32,Untreated,R1,10907.263580787285,175862226.66288447,5871.263157894737,1048356.6768633862,35
CoV-FISH-06B_R1_32h_INF_00003_49,682.892,ORFN,22703658.208,1951859236,32,Untreated,R1,10907.263580787285,1944410752.958789,5871.263157894737,11591096.246818537,35
CoV-FISH-06B_R1_32h_INF_00003_51,390.724,ORFN,8425756.478,724371837,32,Untreated,R1,10907.263580787285,720110107.3446605,5871.263157894737,4292748.098537025,35
CoV-FISH-06B_R1_32h_INF_00003_53,459.201,ORFN,90736.793,7800745,32,Untreated,R1,10907.263580787285,2792118.656438898,5871.263157894737,16644.4852406177,35
CoV-FISH-06B_R1_32h_RDV_00004_3,436.67,gRNA,629318.012,54103183,32,RDV,R1,13927.937200648128,48021270.662592985,5419.631578947368,310121.5366224577,35
CoV-FISH-06B_R1_32h_RDV_00004_5,1529.071,gRNA,2593507.01,222966738,32,RDV,R1,13927.937200648128,201669933.13666776,5419.631578947368,1302385.1449980484,35
CoV-FISH-06B_R1_32h_RDV_00004_7,403.263,gRNA,1050290.569,90294671,32,RDV,R1,13927.937200648128,84678049.26065503,5419.631578947368,546851.1430990221,35
CoV-FISH-06B_R1_32h_RDV_00004_9,477.753,gRNA,4846295.854,416641549,32,RDV,R1,13927.937200648128,409987435.2185787,5419.631578947368,2647700.31387213,35
CoV-FISH-06B_R1_32h_RDV_00004_11,490.537,gRNA,123183.708,10590243,32,RDV,R1,13927.937200648128,3758074.4694056697,5419.631578947368,24269.6582808578,35
CoV-FISH-06B_R1_32h_RDV_00004_13,651.789,gRNA,305033.49,26224075,32,RDV,R1,13927.937200648128,17145998.739926755,5419.631578947368,110728.92080498084,35
CoV-FISH-06B_R1_32h_RDV_00004_15,457.793,gRNA,1508031.863,129647209,32,RDV,R1,13927.937200648128,123271096.8451037,5419.631578947368,796085.1815718098,35
CoV-FISH-06B_R1_32h_RDV_00004_17,1727.987,gRNA,9930742.971,853757232,32,RDV,R1,13927.937200648128,829689937.5804636,5419.631578947368,5358140.565886284,35
CoV-FISH-06B_R1_32h_RDV_00004_21,1135.544,gRNA,7627510.648,655745738,32,RDV,R1,13927.937200648128,639929952.4794272,5419.631578947368,4132669.9076342257,35
CoV-FISH-06B_R1_32h_RDV_00004_23,1551.858,gRNA,805421.494,69242999,32,RDV,R1,13927.937200648128,47628818.23167659,5419.631578947368,307587.0774286943,35
CoV-FISH-06B_R1_32h_RDV_00004_25,583.068,gRNA,790210.773,67935316,32,RDV,R1,13927.937200648128,59814381.5122925,5419.631578947368,386281.4884064222,35
CoV-FISH-06B_R1_32h_RDV_00004_27,1556.743,gRNA,356699.484,30665859,32,RDV,R1,13927.937200648128,8983640.258451432,5419.631578947368,58016.38071989941,35
CoV-FISH-06B_R1_32h_RDV_00004_29,1136.695,gRNA,3096299.251,266192357,32,RDV,R1,13927.937200648128,250360540.42370927,5419.631578947368,1616829.259920238,35
CoV-FISH-06B_R1_32h_RDV_00004_31,694.652,gRNA,294499.245,25318434,32,RDV,R1,13927.937200648128,15643364.567695376,5419.631578947368,101024.90397985322,35
CoV-FISH-06B_R1_32h_RDV_00004_33,480.813,gRNA,99927.215,8590856,32,RDV,R1,13927.937200648128,1894122.7307447717,5419.631578947368,12232.251327486556,35
CoV-FISH-06B_R1_32h_RDV_00004_35,480.301,gRNA,91898.555,7900623,32,RDV,R1,13927.937200648128,1211020.8345915033,5419.631578947368,7820.77685415934,35
CoV-FISH-06B_R1_32h_RDV_00004_37,568.877,gRNA,208715.242,17943486,32,RDV,R1,13927.937200648128,10020202.869106896,5419.631578947368,64710.50574379776,35
CoV-FISH-06B_R1_32h_RDV_00004_39,621.464,gRNA,204807.721,17607552,32,RDV,R1,13927.937200648128,8951840.43553641,5419.631578947368,57811.01735048715,35
CoV-FISH-06B_R1_32h_RDV_00004_41,1912.782,gRNA,329909.247,28362672,32,RDV,R1,13927.937200648128,1721564.4254698716,5419.631578947368,11117.86917869213,35
