File,ID,time,strain,condition,repeat_exp,total_vRNAs_ORFN,total_vRNAs_gRNA,cytosolic_RNAs_ORFN,cytosolic_RNAs_gRNA,repSites_ORFN,repSites_gRNA,mol_per_repSite_ORFN,mol_per_repSite_gRNA,content,category,total_vRNAs_sgRNA,ratio
CoV-FISH-10_Vero_6h_Vic_INF_R2_00005__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,16639,1572.5192825823533,16055,1169,186,34,3.139784946236559,11.868214193598629,403.51928258235336,Mid,15066.480717417646,9.581110314066123
CoV-FISH-10_Vero_6h_Vic_INF_R2_00013__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,16530,1014.3725045492369,14289,808,779,21,2.8767650834403082,9.827262121392232,206.37250454923688,Mid,15515.627495450763,15.295788702736516
CoV-FISH-10_Vero_6h_Vic_INF_R3_00005__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,135355,17096.357059282007,113903,9971,6284,572,3.4137492043284534,12.456917935807704,7125.357059282007,Mid,118258.642940718,6.917183732806555
CoV-FISH-10_Vero_6h_Vic_INF_R3_00001__results_cell_4.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,66057,21401.90438309958,64070,13438,647,595,3.071097372488408,13.384713248906856,7963.904383099579,Mid,44655.09561690042,2.0865010336259218
CoV-FISH-10_Vero_6h_Vic_INF_R3_00002__results_cell_4.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,14762,1287.7496380110604,14520,965,77,24,3.142857142857143,13.447901583794179,322.7496380110603,Mid,13474.25036198894,10.463408386431409
CoV-FISH-10_Vero_6h_Vic_INF_R2_00011__results_cell_4.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,1274,398.568643223368,1256,267,9,10,2,13.156864322336798,131.56864322336799,Mid,875.431356776632,2.196438108368746
CoV-FISH-10_Vero_6h_Vic_INF_R2_00007__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,89480,16703.80547354337,70512,9858,4570,560,4.15054704595186,12.224652631327443,6845.805473543368,Mid,72776.19452645663,4.356863149641233
CoV-FISH-10_Vero_6h_Vic_INF_R1_00001__results_cell_9.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,50,23.699565275566385,48,11.000000000000002,1,1,2,12.699565275566384,12.699565275566384,Low,26.300434724433615,1.1097433399569
CoV-FISH-10_Vero_6h_Vic_INF_R1_00015__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,22.8663913525046,22.8663913525046,22.8663913525046,12.000000000000002,0,1,NA,10.866391352504598,10.866391352504598,Low,0,0
CoV-FISH-10_Vero_6h_Vic_INF_R2_00003__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,563,174.6706974641198,557,163,3,1,2,11.670697464119808,11.670697464119808,Mid,388.3293025358802,2.2232080605028175
CoV-FISH-10_Vero_6h_Vic_INF_R2_00011__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,99.71910415043102,99.71910415043102,99.71910415043102,80,0,2,NA,9.859552075215511,19.719104150431022,Low,0,0
CoV-FISH-10_Vero_6h_Vic_INF_R3_00003__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,16444,1411.5947534385436,16329,1056,41,28,2.8048780487804876,12.69981262280513,355.59475343854365,Mid,15032.405246561457,10.649235703054007
CoV-FISH-10_Vero_6h_Vic_INF_R1_00017__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,718,136.67085279225626,621,89.99999999999999,28,4,3.4642857142857144,11.667713198064067,46.67085279225627,Mid,581.3291472077437,4.253497620969566
CoV-FISH-10_Vero_6h_Vic_INF_R2_00001__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,60891,22876.583410755244,54124,15524.999999999998,2238,509,3.0236818588025023,14.44318941209282,7351.5834107552455,Mid,38014.416589244756,1.6617173948874104
CoV-FISH-10_Vero_6h_Vic_INF_R3_00012__results_cell_5.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,23233,3199.4607292479095,21457,2376,492,62,3.6097560975609757,13.281624665288865,823.4607292479096,Mid,20033.53927075209,6.261536229407427
CoV-FISH-10_Vero_6h_Vic_INF_R2_00004__results_cell_6.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,29242,9455.32248491406,26783,6829.000000000001,786,196,3.128498727735369,13.399604514867653,2626.3224849140597,Mid,19786.67751508594,2.092649673943488
CoV-FISH-10_Vero_6h_Vic_INF_R2_00006__results_cell_6.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,25176,2596.7067566899013,23209,1920.9999999999998,591,51,3.3282571912013537,13.249152091958855,675.7067566899016,Mid,22579.293243310098,8.695357373388049
CoV-FISH-10_Vero_6h_Vic_INF_R3_00010__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,1082,353.44494548768955,1045,266,15,7,2.466666666666667,12.492135069669935,87.44494548768955,Mid,728.5550545123104,2.0612971378244986
CoV-FISH-10_Vero_6h_Vic_INF_R3_00008__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,750,229.32517120563273,747,187,1,3,3,14.108390401877571,42.325171205632714,Mid,520.6748287943673,2.2704652352684187
CoV-FISH-10_Vero_6h_Vic_INF_R2_00004__results_cell_7.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,362,100.25878479987503,357,72,2,2,2.5,14.129392399937512,28.258784799875023,Mid,261.741215200125,2.6106561706545963
CoV-FISH-10_Vero_6h_Vic_INF_R2_00002__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,18121,3063.747247101353,17038,2053,376,70,2.88031914893617,14.439246387162187,1010.7472471013531,Mid,15057.252752898647,4.914652397368775
CoV-FISH-10_Vero_6h_Vic_INF_R3_00004__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,252.81005346393414,252.81005346393414,252.81005346393414,201,0,4,NA,12.952513365983533,51.81005346393413,Mid,0,0
CoV-FISH-10_Vero_6h_Vic_INF_R2_00001__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,1716,590.2496204229358,1615,483.00000000000006,43,7,2.3488372093023258,15.321374346133677,107.24962042293573,Mid,1125.7503795770642,1.907244563360197
CoV-FISH-10_Vero_6h_Vic_INF_R3_00012__results_cell_7.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,21456,3781.509154620626,18299,2532,730,85,4.324657534246575,14.70010770141913,1249.509154620626,Mid,17674.490845379376,4.673925177143341
CoV-FISH-10_Vero_6h_Vic_INF_R2_00002__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,4105,780.0461533637242,3885,563,95,14,2.3157894736842106,15.503296668837443,217.04615336372422,Mid,3324.9538466362756,4.262509125002887
CoV-FISH-10_Vero_6h_Vic_INF_R2_00011__results_cell_3.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,39155,12091.269847801297,36815,8620,858,212,2.727272727272727,16.373914376421208,3471.2698478012962,Mid,27063.730152198703,2.23828683776502
CoV-FISH-10_Vero_6h_Vic_INF_R3_00003__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,30693,12098.488040754837,26679,7955.000000000001,1044,266,3.8448275862068964,15.577022709604648,4143.488040754836,Mid,18594.511959245163,1.53692857294299
CoV-FISH-10_Vero_6h_Vic_INF_R2_00003__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,24722,9194.806352266398,22278,6445,552,203,4.427536231884058,13.545844099834472,2749.806352266398,Mid,15527.193647733602,1.68869175193737
CoV-FISH-10_Vero_6h_Vic_INF_R2_00014__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,22427,2039.4878767124812,22035,1350,114,44,3.43859649122807,15.670179016192757,689.4878767124812,Mid,20387.512123287517,9.996387993318612
CoV-FISH-10_Vero_6h_Vic_INF_R3_00010__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,29983,10639.383184936843,25533,7209.999999999999,1112,213,4.001798561151079,16.1003905396096,3429.3831849368444,Mid,19343.616815063157,1.8181144976947254
CoV-FISH-10_Vero_6h_Vic_INF_R2_00009__results_cell_5.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,29665,3337.718262489264,25912,2217,580,71,6.470689655172414,15.784764260412171,1120.7182624892641,Mid,26327.281737510737,7.88780827710602
CoV-FISH-10_Vero_6h_Vic_INF_R3_00002__results_cell_7.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,28450,11354.601968059545,24528,7756.000000000001,878,294,4.466970387243736,12.240142748501853,3598.6019680595446,Mid,17095.398031940455,1.5055920128270235
CoV-FISH-10_Vero_6h_Vic_INF_R3_00012__results_cell_6.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,23577,2198.7700910274834,22233,1548,397,39,3.3853904282115868,16.686412590448292,650.7700910274834,Mid,21378.229908972517,9.722812765286655
CoV-FISH-10_Vero_6h_Vic_INF_R3_00011__results_cell_3.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,1876,355.1677983162938,1855,251.99999999999997,8,6,2.625,17.194633052715634,103.16779831629381,Mid,1520.8322016837062,4.282010387465738
CoV-FISH-10_Vero_6h_Vic_INF_R2_00012__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,18831,7646.488903536108,16047,5243,503,141,5.534791252485089,17.046020592454667,2403.488903536108,Mid,11184.511096463892,1.4626989246386835
CoV-FISH-10_Vero_6h_Vic_INF_R1_00007__results_cell_3.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,2203,808.2783350864022,1868,477.00000000000006,73,19,4.589041095890411,17.435701846652744,331.27833508640214,Mid,1394.7216649135978,1.725546268371163
CoV-FISH-10_Vero_6h_Vic_INF_R2_00012__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,9993,1233.627515028014,9716,833,80,23,3.4625,17.41858760991365,400.627515028014,Mid,8759.372484971986,7.100500254951814
CoV-FISH-10_Vero_6h_Vic_INF_R3_00008__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,30857,11248.141107805686,27295,7167,764,225,4.662303664921466,18.13840492358083,4081.1411078056867,Mid,19608.858892194316,1.7432977328659827
CoV-FISH-10_Vero_6h_Vic_INF_R1_00012__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,2678,718.2462332086432,2215,448.99999999999994,117,15,3.9572649572649574,17.949748880576216,269.2462332086432,Mid,1959.7537667913568,2.728526341219347
CoV-FISH-10_Vero_6h_Vic_INF_R1_00012__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,681,246.62151831009078,623,151,22,5,2.6363636363636362,19.124303662018153,95.62151831009076,Mid,434.3784816899092,1.7613162252279273
CoV-FISH-10_Vero_6h_Vic_INF_R2_00002__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,40997,15093.355641703696,37166,8745,1203,327,3.1845386533665834,19.41393162600519,6348.355641703697,Mid,25903.644358296304,1.7162283174937745
CoV-FISH-10_Vero_6h_Vic_INF_R1_00002__results_cell_8.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,1250,442.69732186893214,1086,285,38,8,4.315789473684211,19.712165233616513,157.6973218689321,Mid,807.3026781310679,1.8235996430312338
CoV-FISH-10_Vero_6h_Vic_INF_R2_00002__results_cell_4.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,821,177.62006993422943,802,115,9,3,2.111111111111111,20.873356644743147,62.62006993422944,Mid,643.3799300657706,3.622225406757279
CoV-FISH-10_Vero_6h_Vic_INF_R1_00004__results_cell_3.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,276,61.3649931763413,214,40,15,1,4.133333333333334,21.364993176341304,21.364993176341304,Low,214.6350068236587,3.4976783295139224
CoV-FISH-10_Vero_6h_Vic_INF_R2_00007__results_cell_10.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,3093,187.48207530049217,3023,165,30,1,2.3333333333333335,22.482075300492156,22.482075300492156,Mid,2905.5179246995076,15.49757714193534
CoV-FISH-10_Vero_6h_Vic_INF_R1_00001__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,105,19,95,19,4,0,2.5,NA,NA,Low,86,4.526315789473684
CoV-FISH-10_Vero_6h_Vic_INF_R1_00001__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,69,14,58,14,4,0,2.75,NA,NA,Low,55,3.9285714285714284
CoV-FISH-10_Vero_6h_Vic_INF_R1_00001__results_cell_6.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_6h_Vic_INF_R1_00002__results_cell_4.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,99,10,97,10,1,0,2,NA,NA,Low,89,8.9
CoV-FISH-10_Vero_6h_Vic_INF_R1_00002__results_cell_5.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,15,10,15,10,0,0,NA,NA,NA,Low,5,0.5
CoV-FISH-10_Vero_6h_Vic_INF_R1_00002__results_cell_6.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,4,2,4,2,0,0,NA,NA,NA,Low,2,1
CoV-FISH-10_Vero_6h_Vic_INF_R1_00002__results_cell_9.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_6h_Vic_INF_R1_00003__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_6h_Vic_INF_R1_00007__results_cell_6.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,55,6,49,6,2,0,3,NA,NA,Low,49,8.166666666666666
CoV-FISH-10_Vero_6h_Vic_INF_R1_00008__results_cell_3.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,1,1,1,1,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_6h_Vic_INF_R1_00010__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,1,1,1,1,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_6h_Vic_INF_R1_00018__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,24,7,22,7,1,0,2,NA,NA,Low,17,2.4285714285714284
CoV-FISH-10_Vero_6h_Vic_INF_R1_00018__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,120,27,100,27,6,0,3.3333333333333335,NA,NA,Low,93,3.4444444444444446
CoV-FISH-10_Vero_6h_Vic_INF_R1_00018__results_cell_5.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,4,0,4,0,0,0,NA,NA,NA,Low,4,Inf
CoV-FISH-10_Vero_6h_Vic_INF_R1_00018__results_cell_6.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,72,9,62,9,4,0,2.5,NA,NA,Low,63,7
CoV-FISH-10_Vero_6h_Vic_INF_R1_00019__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,37,15,37,15,0,0,NA,NA,NA,Low,22,1.4666666666666666
CoV-FISH-10_Vero_6h_Vic_INF_R1_00020__results_cell_4.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_6h_Vic_INF_R1_00020__results_cell_5.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,26,0,18,0,1,0,8,NA,NA,Low,26,Inf
CoV-FISH-10_Vero_6h_Vic_INF_R1_00020__results_cell_6.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_6h_Vic_INF_R1_00022__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_6h_Vic_INF_R1_00024__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,53,14,49,14,2,0,2,NA,NA,Low,39,2.7857142857142856
CoV-FISH-10_Vero_6h_Vic_INF_R1_00024__results_cell_5.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,84,3,80,3,2,0,2,NA,NA,Low,81,27
CoV-FISH-10_Vero_6h_Vic_INF_R1_00026__results_cell_3.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,180,8,174,8,3,0,2,NA,NA,Low,172,21.5
CoV-FISH-10_Vero_6h_Vic_INF_R1_00027__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,170,37,148,37,7,0,3.142857142857143,NA,NA,Low,133,3.5945945945945947
CoV-FISH-10_Vero_6h_Vic_INF_R1_00028__results_cell_8.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R1,9,0,7,0,1,0,2,NA,NA,Low,9,Inf
CoV-FISH-10_Vero_6h_Vic_INF_R2_00001__results_cell_3.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,39,27,39,27,0,0,NA,NA,NA,Low,12,0.4444444444444444
CoV-FISH-10_Vero_6h_Vic_INF_R2_00003__results_cell_5.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,124,59,124,59,0,0,NA,NA,NA,Low,65,1.1016949152542372
CoV-FISH-10_Vero_6h_Vic_INF_R2_00004__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,25,13,25,13,0,0,NA,NA,NA,Low,12,0.9230769230769231
CoV-FISH-10_Vero_6h_Vic_INF_R2_00004__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,55,19,55,19,0,0,NA,NA,NA,Low,36,1.894736842105263
CoV-FISH-10_Vero_6h_Vic_INF_R2_00004__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,41,17,41,17,0,0,NA,NA,NA,Low,24,1.411764705882353
CoV-FISH-10_Vero_6h_Vic_INF_R2_00004__results_cell_3.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,113,51,113,51,0,0,NA,NA,NA,Low,62,1.2156862745098038
CoV-FISH-10_Vero_6h_Vic_INF_R2_00004__results_cell_5.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,22,7,22,7,0,0,NA,NA,NA,Low,15,2.142857142857143
CoV-FISH-10_Vero_6h_Vic_INF_R2_00005__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_6h_Vic_INF_R2_00006__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,106,16,104,16,1,0,2,NA,NA,Low,90,5.625
CoV-FISH-10_Vero_6h_Vic_INF_R2_00006__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,42,29,42,29,0,0,NA,NA,NA,Low,13,0.4482758620689655
CoV-FISH-10_Vero_6h_Vic_INF_R2_00006__results_cell_5.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,2424,207,2390,207,16,0,2.125,NA,NA,Mid,2217,10.710144927536232
CoV-FISH-10_Vero_6h_Vic_INF_R2_00007__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,312,25,304,25,4,0,2,NA,NA,Low,287,11.48
CoV-FISH-10_Vero_6h_Vic_INF_R2_00007__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,504,25,502,25,1,0,2,NA,NA,Low,479,19.16
CoV-FISH-10_Vero_6h_Vic_INF_R2_00007__results_cell_6.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,145,18,143,18,1,0,2,NA,NA,Low,127,7.055555555555555
CoV-FISH-10_Vero_6h_Vic_INF_R2_00007__results_cell_8.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,34,26,34,26,0,0,NA,NA,NA,Low,8,0.3076923076923077
CoV-FISH-10_Vero_6h_Vic_INF_R2_00007__results_cell_9.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,4220,230,4142,230,39,0,2,NA,NA,Mid,3990,17.347826086956523
CoV-FISH-10_Vero_6h_Vic_INF_R2_00009__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,155,17,155,17,0,0,NA,NA,NA,Low,138,8.117647058823529
CoV-FISH-10_Vero_6h_Vic_INF_R2_00009__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,257,32,225,32,6,0,5.333333333333333,NA,NA,Low,225,7.03125
CoV-FISH-10_Vero_6h_Vic_INF_R2_00009__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,93,22,91,22,1,0,2,NA,NA,Low,71,3.227272727272727
CoV-FISH-10_Vero_6h_Vic_INF_R2_00009__results_cell_4.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,84,28,84,28,0,0,NA,NA,NA,Low,56,2
CoV-FISH-10_Vero_6h_Vic_INF_R2_00010__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_6h_Vic_INF_R2_00010__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,121,34,121,34,0,0,NA,NA,NA,Low,87,2.5588235294117645
CoV-FISH-10_Vero_6h_Vic_INF_R2_00010__results_cell_4.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,12,12,12,12,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_6h_Vic_INF_R2_00011__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,7,3,7,3,0,0,NA,NA,NA,Low,4,1.3333333333333333
CoV-FISH-10_Vero_6h_Vic_INF_R2_00011__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,110,78,110,78,0,0,NA,NA,NA,Low,32,0.41025641025641024
CoV-FISH-10_Vero_6h_Vic_INF_R2_00012__results_cell_3.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,58,28,58,28,0,0,NA,NA,NA,Low,30,1.0714285714285714
CoV-FISH-10_Vero_6h_Vic_INF_R2_00012__results_cell_4.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,90,46,90,46,0,0,NA,NA,NA,Low,44,0.9565217391304348
CoV-FISH-10_Vero_6h_Vic_INF_R2_00014__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,1,1,1,1,0,0,NA,NA,NA,Low,0,0
CoV-FISH-10_Vero_6h_Vic_INF_R2_00014__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R2,54,36,54,36,0,0,NA,NA,NA,Low,18,0.5
CoV-FISH-10_Vero_6h_Vic_INF_R3_00001__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,398,244,398,244,0,0,NA,NA,NA,Mid,154,0.6311475409836066
CoV-FISH-10_Vero_6h_Vic_INF_R3_00002__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,16,12,16,12,0,0,NA,NA,NA,Low,4,0.3333333333333333
CoV-FISH-10_Vero_6h_Vic_INF_R3_00002__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,52,24,52,24,0,0,NA,NA,NA,Low,28,1.1666666666666667
CoV-FISH-10_Vero_6h_Vic_INF_R3_00002__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,42,32,42,32,0,0,NA,NA,NA,Low,10,0.3125
CoV-FISH-10_Vero_6h_Vic_INF_R3_00002__results_cell_3.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,111,76,111,76,0,0,NA,NA,NA,Low,35,0.4605263157894737
CoV-FISH-10_Vero_6h_Vic_INF_R3_00003__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,481,88,481,88,0,0,NA,NA,NA,Low,393,4.465909090909091
CoV-FISH-10_Vero_6h_Vic_INF_R3_00004__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,0,0,0,0,0,0,NA,NA,NA,Low,0,NaN
CoV-FISH-10_Vero_6h_Vic_INF_R3_00004__results_cell_1.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,2,1,2,1,0,0,NA,NA,NA,Low,1,1
CoV-FISH-10_Vero_6h_Vic_INF_R3_00005__results_cell_2.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,186,129,186,129,0,0,NA,NA,NA,Mid,57,0.4418604651162791
CoV-FISH-10_Vero_6h_Vic_INF_R3_00006__results_cell_3.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,31,18,31,18,0,0,NA,NA,NA,Low,13,0.7222222222222222
CoV-FISH-10_Vero_6h_Vic_INF_R3_00006__results_cell_4.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,175,90,175,90,0,0,NA,NA,NA,Low,85,0.9444444444444444
CoV-FISH-10_Vero_6h_Vic_INF_R3_00007__results_cell_0.npz,6hpi_Untreated_Victoria,6hpi,Victoria,Untreated,R3,723,173,723,173,0,0,NA,NA,NA,Mid,550,3.179190751445087
